WA Num,Well Name,Operator,Abandoned Status Date,Casing Cutoff Flag,COR Flag
06471,STRATHCONA ET AL  ELM D- 046-C/094-H-07,STRATHCONA RESOURCES LTD.,25-FEB-2025,Y,N
18247,CNRL ET AL  BIRLEY C- 003-G/094-H-03,Canadian Natural Resources Limited,24-FEB-2025,Y,N
18721,CNRL ET AL  FIREBIRD A- 097-A/094-H-03,Canadian Natural Resources Limited,23-FEB-2025,Y,N
09586,CNRL ET AL  MARTIN D- 046-H/094-H-05,Canadian Natural Resources Limited,22-FEB-2025,Y,N
22205,CNRL   PICKELL A- 031-A/094-H-03,Canadian Natural Resources Limited,22-FEB-2025,Y,N
12627,CNRL ET AL  MARTIN B- 030-G/094-H-06,Canadian Natural Resources Limited,21-FEB-2025,Y,N
16704,CNRL   MARTIN C- 027-G/094-H-06,Canadian Natural Resources Limited,21-FEB-2025,Y,N
09751,CNRL   MARTIN A- 062-F/094-H-06,Canadian Natural Resources Limited,21-FEB-2025,Y,N
13764,CNRL   PICKELL A- 065-J/094-H-03,Canadian Natural Resources Limited,20-FEB-2025,Y,N
09124,CNRL   MARTIN B- 019-F/094-H-06,Canadian Natural Resources Limited,20-FEB-2025,Y,N
07595,CNRL   MARTIN A- 007-F/094-H-06,Canadian Natural Resources Limited,20-FEB-2025,Y,N
12718,CNRL   TOMMY A- 092-J/094-G-09,Canadian Natural Resources Limited,20-FEB-2025,Y,N
08544,CNRL   TOMMY B- 049-L/094-H-12,Canadian Natural Resources Limited,20-FEB-2025,Y,N
13526,CNRL   PICKELL C- 059-A/094-H-06,Canadian Natural Resources Limited,19-FEB-2025,Y,N
10528,CNRL   TOMMY D- 051-J/094-G-09,Canadian Natural Resources Limited,19-FEB-2025,Y,N
10979,CNRL   PICKELL C- 039-A/094-H-06,Canadian Natural Resources Limited,19-FEB-2025,Y,N
04830,CNRL   TOMMY A- 021-J/094-G-09,Canadian Natural Resources Limited,19-FEB-2025,Y,N
20946,CNRL   PICKELL D- 063-B/094-H-06,Canadian Natural Resources Limited,18-FEB-2025,Y,N
10076,CNRL   MARTIN B- 069-H/094-H-06,Canadian Natural Resources Limited,18-FEB-2025,Y,N
10802,CNRL   TOMMY C- 031-J/094-G-09,Canadian Natural Resources Limited,18-FEB-2025,Y,N
05226,CNRL   TOMMY D- 079-H/094-G-09,Canadian Natural Resources Limited,18-FEB-2025,Y,N
19288,CNRL   MARTIN D- 004-G/094-H-06,Canadian Natural Resources Limited,18-FEB-2025,Y,N
19216,CNRL ET AL  PRESPATOU C-A058-B/094-H-03,Canadian Natural Resources Limited,17-FEB-2025,Y,N
24749,CNRL   PRESPATOU B- 036-B/094-H-03,Canadian Natural Resources Limited,17-FEB-2025,Y,N
18395,CNRL ET AL  PRESPATOU C- 027-B/094-H-03,Canadian Natural Resources Limited,17-FEB-2025,Y,N
19667,CNRL ET AL  PRESPATOU A- 074-B/094-H-03,Canadian Natural Resources Limited,17-FEB-2025,Y,N
22802,ENERCAPITA  HZ BOUNDARY A08-05-086-13,Enercapita Energy Ltd.,16-FEB-2025,Y,N
12844,ENERCAPITA   BOUNDARY  01-29-085-14,Enercapita Energy Ltd.,16-FEB-2025,Y,N
32151,ENERCAPITA  HZ BOUNDARYLAKE A06-01-088-15,Enercapita Energy Ltd.,15-FEB-2025,Y,N
06800,ENERCAPITA ET AL  BOUNDARY A16-29-085-13,Enercapita Energy Ltd.,15-FEB-2025,Y,N
10478,CNRL   N NIG D- 010-D/094-H-06,Canadian Natural Resources Limited,14-FEB-2025,Y,N
05211,CNRL   WARGEN D- 042-C/094-H-06,Canadian Natural Resources Limited,13-FEB-2025,Y,N
15218,ISH   DESAN B- 092-K/094-P-02,Ish Energy Ltd.,13-FEB-2025,Y,N
04745,CNRL   WARGEN C- 014-C/094-H-06,Canadian Natural Resources Limited,13-FEB-2025,Y,N
05340,CNRL   WARGEN D- 017-C/094-H-06,Canadian Natural Resources Limited,13-FEB-2025,Y,N
05945,ISH ET AL  DESAN D-A089-K/094-P-02,Ish Energy Ltd.,12-FEB-2025,Y,N
06047,ISH ET AL  DESAN D- 073-L/094-P-02,Ish Energy Ltd.,11-FEB-2025,Y,N
02324,CNRL ET AL  WARGEN D- 037-C/094-H-06,Canadian Natural Resources Limited,11-FEB-2025,Y,N
06146,ISH ET AL  DESAN D- 053-L/094-P-02,Ish Energy Ltd.,10-FEB-2025,Y,N
14708,CVE ENERGY   BIVOUAC D- 047-I/094-I-08,Cenovus Energy Inc.,01-FEB-2025,Y,N
05207,CHEVRON WOODSIDE  OOTLA D- 060-I/094-O-09,Chevron Canada Limited,31-JAN-2025,Y,N
26888,CHEVRON WOODSIDE HZ TRAIL A- 076-F/094-O-09,Chevron Canada Limited,31-JAN-2025,Y,N
19068,CNRL   PICKELL D- 002-G/094-H-06,Canadian Natural Resources Limited,29-JAN-2025,Y,N
25613,CHEVRON WOODSIDE HZ OOTLA B-B080-I/094-O-09,Chevron Canada Limited,29-JAN-2025,Y,N
11258,CNRL   MARTIN D- 022-G/094-H-06,Canadian Natural Resources Limited,29-JAN-2025,Y,N
11941,CNRL   WARGEN C- 039-B/094-H-06,Canadian Natural Resources Limited,28-JAN-2025,Y,N
22206,CNRL    BIRLEY D- 085-K/094-H-03,Canadian Natural Resources Limited,28-JAN-2025,Y,N
20279,CNRL   WARGEN D- 048-B/094-H-06,Canadian Natural Resources Limited,28-JAN-2025,Y,N
19531,PACIFIC CANBRIAM   KOBES A- 057-F/094-B-09,Pacific Canbriam Energy Limited,28-JAN-2025,Y,N
20280,CNRL   WARGEN A- 081-D/094-H-06,Canadian Natural Resources Limited,27-JAN-2025,Y,N
13668,CNRL   WARGEN B- 071-D/094-H-06,Canadian Natural Resources Limited,27-JAN-2025,Y,N
21246,SHELL   GROUNDBIRCH  13-12-078-19,Shell Canada Limited,27-JAN-2025,Y,N
06953,CNRL ET AL  WARGEN D- 047-C/094-H-06,Canadian Natural Resources Limited,27-JAN-2025,Y,N
15884,CNRL   BIRLEY B- 011-L/094-H-03,Canadian Natural Resources Limited,26-JAN-2025,Y,N
20976,CNRL   BIRLEY D-A021-L/094-H-03,Canadian Natural Resources Limited,26-JAN-2025,Y,N
27459,SHELL  HZ SUNDOWN  12-17-077-18,Shell Canada Limited,26-JAN-2025,Y,N
11553,STRATHCONA   RIGEL  03-17-088-18,STRATHCONA RESOURCES LTD.,26-JAN-2025,Y,N
14535,CNRL ET AL  UMBACH C- 007-K/094-H-03,Canadian Natural Resources Limited,26-JAN-2025,Y,N
11428,STRATHCONA ET AL HZ RIGEL  12-16-088-18,STRATHCONA RESOURCES LTD.,26-JAN-2025,Y,N
21992,CNRL ET AL  PICKELL C- 036-A/094-H-03,Canadian Natural Resources Limited,25-JAN-2025,Y,N
22005,CNRL   PICKELL C- 043-A/094-H-03,Canadian Natural Resources Limited,25-JAN-2025,Y,N
15712,CNRL   BIRLEY C- 025-G/094-H-03,Canadian Natural Resources Limited,25-JAN-2025,Y,N
17404,CNRL   BIRLEY C- 028-G/094-H-03,Canadian Natural Resources Limited,25-JAN-2025,Y,N
08423,ENERCAPITA   N BOUNDARY  08-14-088-15,Enercapita Energy Ltd.,25-JAN-2025,Y,N
17541,ENERCAPITA   N BOUNDARY  09-13-088-15,Enercapita Energy Ltd.,25-JAN-2025,Y,N
08857,STRATHCONA ET AL  RIGEL  13-15-088-18,STRATHCONA RESOURCES LTD.,25-JAN-2025,Y,N
17542,SHELL  HZ GROUNDBIRCH  07-23-078-21,Shell Canada Limited,25-JAN-2025,Y,N
24647,ENERCAPITA   BOUNDARY  07-17-086-13,Enercapita Energy Ltd.,25-JAN-2025,Y,N
17881,SHELL   SUNDOWN C- 089-I/093-P-07,Shell Canada Limited,25-JAN-2025,Y,N
19642,CNRL ET AL  MIKE B- 020-H/094-H-03,Canadian Natural Resources Limited,24-JAN-2025,Y,N
09734,SHELL ET AL  SUNSET  15-33-080-18,Shell Canada Limited,24-JAN-2025,Y,N
16821,CNRL   BIRLEY C- 055-G/094-H-03,Canadian Natural Resources Limited,24-JAN-2025,Y,N
22001,SHELL   SUNSET  01-04-081-18,Shell Canada Limited,24-JAN-2025,Y,N
19973,ENERCAPITA   N BOUNDARY  14-36-087-15,Enercapita Energy Ltd.,24-JAN-2025,Y,N
06650,ENERCAPITA   N BOUNDARY  16-36-087-15,Enercapita Energy Ltd.,24-JAN-2025,Y,N
18313,CNRL ET AL  PRESPATOU D- 055-B/094-H-03,Canadian Natural Resources Limited,24-JAN-2025,Y,N
20973,CNRL ET AL  PRESPATOU A- 010-A/094-H-03,Canadian Natural Resources Limited,23-JAN-2025,Y,N
23278,CNRL ET AL  PRESPATOU A- 014-B/094-H-03,Canadian Natural Resources Limited,23-JAN-2025,Y,N
24365,CNRL ET AL  PRESPATOU D- 001-B/094-H-03,Canadian Natural Resources Limited,23-JAN-2025,Y,N
23280,CNRL ET AL  PRESPATOU C- 002-B/094-H-03,Canadian Natural Resources Limited,23-JAN-2025,Y,N
12983,CNRL   PRESPATOU D- 004-B/094-H-03,Canadian Natural Resources Limited,23-JAN-2025,Y,N
21428,CNRL ET AL  PICKELL D- 008-H/094-H-03,Canadian Natural Resources Limited,22-JAN-2025,Y,N
21994,CNRL   PICKELL C- 023-A/094-H-03,Canadian Natural Resources Limited,22-JAN-2025,Y,N
21108,CNRL ET AL  FIREBIRD A- 096-A/094-H-03,Canadian Natural Resources Limited,22-JAN-2025,Y,N
16040,CNRL ET AL  FIREBIRD D-A059-A/094-H-03,Canadian Natural Resources Limited,22-JAN-2025,Y,N
20981,CNRL ET AL  PICKELL A- 098-A/094-H-03,Canadian Natural Resources Limited,21-JAN-2025,Y,N
11192,CNRL  HZ PRESPATOU C- 067-B/094-H-03,Canadian Natural Resources Limited,21-JAN-2025,Y,N
25927,CHEVRON WOODSIDE  ETSHO C- 056-E/094-O-08,Chevron Canada Limited,18-JAN-2025,Y,N
15373,ENERPLUS ET AL  TOMMY B- 039-K/094-G-09,Enerplus Corporation,04-JAN-2025,Y,N
09555,ENERPLUS   TOMMY D- 014-F/094-G-09,Enerplus Corporation,04-JAN-2025,Y,N
09557,ENERPLUS ET AL  TOMMY D- 060-J/094-G-09,Enerplus Corporation,04-JAN-2025,Y,N
04827,ENERPLUS ET AL  TOMMY B- 006-J/094-G-09,Enerplus Corporation,04-JAN-2025,Y,N
14686,ENERPLUS ET AL  TOMMY C- 043-K/094-G-09,Enerplus Corporation,29-DEC-2024,Y,N
18393,ENERPLUS   TOMMY D-A047-K/094-G-09,Enerplus Corporation,28-DEC-2024,Y,N
22671,COP   CACHE  13-05-088-22,ConocoPhillips Canada Resources Corp.,22-DEC-2024,Y,N
09473,STRATHCONA ET AL  RIGEL  14-22-088-18,STRATHCONA RESOURCES LTD.,22-DEC-2024,Y,N
09352,STRATHCONA ET AL  RIGEL  01-16-088-18,STRATHCONA RESOURCES LTD.,22-DEC-2024,Y,N
11153,STRATHCONA   RIGEL  03-14-088-18,STRATHCONA RESOURCES LTD.,21-DEC-2024,Y,N
15065,COP   CACHE  10-05-088-22,ConocoPhillips Canada Resources Corp.,21-DEC-2024,Y,N
10700,STRATHCONA   RIGEL  02-14-088-18,STRATHCONA RESOURCES LTD.,21-DEC-2024,Y,N
02567,COP   CACHE  10-20-088-22,ConocoPhillips Canada Resources Corp.,20-DEC-2024,Y,N
14056,ENERPLUS ET AL  TOMMY B- 010-K/094-G-09,Enerplus Corporation,20-DEC-2024,Y,N
09433,CNRL   PEEJAY A- 079-C/094-A-16,Canadian Natural Resources Limited,19-DEC-2024,Y,N
28059,COP  HZ INGA  13-03-088-23,ConocoPhillips Canada Resources Corp.,19-DEC-2024,Y,N
11634,COP ET AL HZ GUNDY D-A013-G/094-B-16,ConocoPhillips Canada Resources Corp.,18-DEC-2024,Y,N
09043,ENERPLUS ET AL  TOMMY B- 007-K/094-G-09,Enerplus Corporation,18-DEC-2024,Y,N
16008,CNRL   PEEJAY D- 070-L/094-A-16,Canadian Natural Resources Limited,16-DEC-2024,Y,N
17851,CNRL   BEAVERDAM D- 077-L/094-A-16,Canadian Natural Resources Limited,16-DEC-2024,Y,N
17850,CNRL   BEAVERDAM D- 057-L/094-A-16,Canadian Natural Resources Limited,16-DEC-2024,Y,N
19161,CNRL   CURRANT D-A080-J/094-A-09,Canadian Natural Resources Limited,16-DEC-2024,Y,N
08367,ENERCAPITA   N BOUNDARY A04-31-087-14,Enercapita Energy Ltd.,15-DEC-2024,Y,N
14038,CNRL   LADYFERN C- 014-H/094-H-01,Canadian Natural Resources Limited,15-DEC-2024,Y,N
24644,ENERCAPITA   BOUNDARY A01-26-085-14,Enercapita Energy Ltd.,15-DEC-2024,Y,N
10383,CNRL   BOUNDARY  13-04-087-13,Canadian Natural Resources Limited,14-DEC-2024,Y,N
23460,ENERPLUS   TOMMY A-A066-K/094-G-09,Enerplus Corporation,14-DEC-2024,Y,N
22287,CNRL   DOIG C- 004-F/094-A-16,Canadian Natural Resources Limited,13-DEC-2024,Y,N
19985,CNRL   W PEEJAY D- 020-H/094-A-15,Canadian Natural Resources Limited,13-DEC-2024,Y,N
10452,CNRL ET AL  W PEEJAY B- 064-G/094-A-15,Canadian Natural Resources Limited,12-DEC-2024,Y,N
08394,CNRL   W PEEJAY B- 043-G/094-A-15,Canadian Natural Resources Limited,12-DEC-2024,Y,N
24436,STRATHCONA   RIGEL A02-15-088-18,STRATHCONA RESOURCES LTD.,07-DEC-2024,Y,N
08441,STRATHCONA ET AL  RIGEL  10-22-088-18,STRATHCONA RESOURCES LTD.,07-DEC-2024,Y,N
12833,STRATHCONA ET AL HZ RIGEL D16-14-088-18,STRATHCONA RESOURCES LTD.,06-DEC-2024,Y,N
20594,STRATHCONA   RIGEL  15-23-088-18,STRATHCONA RESOURCES LTD.,06-DEC-2024,Y,N
08265,STRATHCONA ET AL  RIGEL  06-22-088-18,STRATHCONA RESOURCES LTD.,06-DEC-2024,Y,N
10757,STRATHCONA   RIGEL  16-14-088-18,STRATHCONA RESOURCES LTD.,05-DEC-2024,Y,N
12748,STRATHCONA  HZ RIGEL C16-14-088-18,STRATHCONA RESOURCES LTD.,05-DEC-2024,Y,N
16708,TOURMALINE   MARTIN A- 022-E/094-H-06,Tourmaline Oil Corp.,04-DEC-2024,Y,N
24146,ECOG   MAXHAMISH C- 020-K/094-O-15,EOG Canada Oil & Gas Inc.,04-DEC-2024,Y,N
16742,TOURMALINE   MARTIN C- 002-E/094-H-06,Tourmaline Oil Corp.,04-DEC-2024,Y,N
24437,STRATHCONA ET AL HZ RIGEL  12-08-088-18,STRATHCONA RESOURCES LTD.,02-DEC-2024,Y,N
12033,STRATHCONA ET AL  RIGEL  11-08-088-18,STRATHCONA RESOURCES LTD.,02-DEC-2024,Y,N
06844,PETRONAS ET AL  W STODDART A06-22-086-20,PETRONAS Energy Canada Ltd.,01-DEC-2024,Y,N
08048,PETRONAS ET AL  TEAL A06-09-087-22,PETRONAS Energy Canada Ltd.,30-NOV-2024,Y,N
08721,PETRONAS ET AL  BLUEBERRY  10-26-088-25,PETRONAS Energy Canada Ltd.,29-NOV-2024,Y,N
23097,PETRONAS   BLUEBERRY A09-13-088-25,PETRONAS Energy Canada Ltd.,29-NOV-2024,Y,N
19556,PETRONAS ET AL  BLUEBERRY C- 048-K/094-A-12,PETRONAS Energy Canada Ltd.,28-NOV-2024,Y,N
19550,PETRONAS ET AL  BLUEBERRY D- 047-K/094-A-12,PETRONAS Energy Canada Ltd.,28-NOV-2024,Y,N
12782,PETRONAS ET AL  BLUEBERRY B- 023-D/094-A-13,PETRONAS Energy Canada Ltd.,27-NOV-2024,Y,N
09364,PETRONAS ET AL  BEG D- 061-L/094-G-01,PETRONAS Energy Canada Ltd.,27-NOV-2024,Y,N
01112,WHITECAP ET AL  BOUNDARY  16-16-084-14,Whitecap Resources Inc.,24-NOV-2024,Y,N
00752,WHITECAP ET AL  BOUNDARY  16-15-084-14,Whitecap Resources Inc.,24-NOV-2024,Y,N
02736,WHITECAP ET AL  BOUNDARY  03-01-085-14,Whitecap Resources Inc.,23-NOV-2024,Y,N
05663,WHITECAP   BOUNDARY A14-28-084-14,Whitecap Resources Inc.,23-NOV-2024,Y,N
10284,ORPHAN SUN  PARADISE  05-27-085-15,Orphan Fund,22-NOV-2024,Y,N
20960,ORPHAN SUN  W BOUNDARY  13-35-085-15,Orphan Fund,22-NOV-2024,Y,N
09850,ORPHAN SUN  PARADISE A07-27-085-15,Orphan Fund,21-NOV-2024,Y,N
20769,ORPHAN SUN  W BOUNDARY A07-02-086-15,Orphan Fund,21-NOV-2024,Y,N
21780,ORPHAN SUN  W BOUNDARY  09-11-086-15,Orphan Fund,21-NOV-2024,Y,N
17461,ORPHAN PREDATOR  W BUICK A- 029-L/094-A-14,Orphan Fund,18-NOV-2024,Y,N
24588,ECOG  HZ MAXHAMISH C- 092-E/094-O-15,EOG Canada Oil & Gas Inc.,18-NOV-2024,Y,N
22582,PACIFIC CANBRIAM   PORTAGE  08-23-081-26,Pacific Canbriam Energy Limited,09-NOV-2024,Y,N
12784,STRATHCONA ET AL  RIGEL  04-09-088-18,STRATHCONA RESOURCES LTD.,03-NOV-2024,Y,N
06859,CVE ENERGY   BRASSEY D- 093-C/093-P-10,Cenovus Energy Inc.,31-OCT-2024,Y,N
11017,PETRONAS   GUNDY A- 023-A/094-B-16,PETRONAS Energy Canada Ltd.,26-OCT-2024,Y,N
00745,PETRONAS ET AL  BLUEBERRY  06-25-088-25,PETRONAS Energy Canada Ltd.,26-OCT-2024,Y,N
21949,PETRONAS   CARIBOU B-A064-G/094-G-07,PETRONAS Energy Canada Ltd.,25-OCT-2024,Y,N
23294,PETRONAS   CARIBOU A- 075-G/094-G-07,PETRONAS Energy Canada Ltd.,25-OCT-2024,Y,N
09901,PETRONAS ET AL HZ JEDNEY C- 042-E/094-G-08,PETRONAS Energy Canada Ltd.,25-OCT-2024,Y,N
22050,PETRONAS   LILY D- 052-F/094-G-02,PETRONAS Energy Canada Ltd.,24-OCT-2024,Y,N
13126,PETRONAS ET AL  N BUBBLES B- 044-G/094-G-08,PETRONAS Energy Canada Ltd.,23-OCT-2024,Y,N
14188,PETRONAS   N BUBBLES A- 046-F/094-G-08,PETRONAS Energy Canada Ltd.,23-OCT-2024,Y,N
14133,PETRONAS   BUBBLES B-A084-B/094-G-08,PETRONAS Energy Canada Ltd.,22-OCT-2024,Y,N
19781,PETRONAS ET AL  BUBBLES B-B073-B/094-G-08,PETRONAS Energy Canada Ltd.,22-OCT-2024,Y,N
23781,ECOG  HZ MAXHAMISH C- 012-L/094-O-15,EOG Canada Oil & Gas Inc.,19-OCT-2024,Y,N
25201,ECOG  HZ MAXHAMISH C-B092-E/094-O-15,EOG Canada Oil & Gas Inc.,19-OCT-2024,Y,N
25202,ECOG  HZ MAXHAMISH C-A092-E/094-O-15,EOG Canada Oil & Gas Inc.,18-OCT-2024,Y,N
16457,PETRONAS   OJAY D- 088-D/093-I-16,PETRONAS Energy Canada Ltd.,11-OCT-2024,Y,N
06964,CNRL ET AL UNIT W EAGLE  12-33-084-18,Canadian Natural Resources Limited,11-OCT-2024,Y,N
17401,PETRONAS   MONTNEY  16-25-086-20,PETRONAS Energy Canada Ltd.,10-OCT-2024,Y,N
15468,PETRONAS ET AL  BLUEBERRY D- 066-D/094-A-13,PETRONAS Energy Canada Ltd.,10-OCT-2024,Y,N
08221,PETRONAS ET AL  BLUEBERRY B- 095-D/094-A-13,PETRONAS Energy Canada Ltd.,10-OCT-2024,Y,N
24048,PETRONAS ET AL  BLUEBERRY D- 086-D/094-A-13,PETRONAS Energy Canada Ltd.,09-OCT-2024,Y,N
00094,PETRONAS ET AL  BLUEBERRY D-A087-D/094-A-13,PETRONAS Energy Canada Ltd.,09-OCT-2024,Y,N
21495,PETRONAS   BERNADET  02-31-087-24,PETRONAS Energy Canada Ltd.,07-OCT-2024,Y,N
23344,PETRONAS   BLUEBERRY B13-07-088-24,PETRONAS Energy Canada Ltd.,07-OCT-2024,Y,N
02146,PETRONAS ET AL  BLUEBERRY D- 038-K/094-A-12,PETRONAS Energy Canada Ltd.,04-OCT-2024,Y,N
07476,CNRL ET AL  W EAGLE  11-20-084-18,Canadian Natural Resources Limited,03-OCT-2024,Y,N
19552,PETRONAS ET AL  BLUEBERRY A- 040-K/094-A-12,PETRONAS Energy Canada Ltd.,03-OCT-2024,Y,N
05016,CNRL   EAGLE  08-28-084-18,Canadian Natural Resources Limited,02-OCT-2024,Y,N
05197,CNRL   EAGLE  08-34-084-18,Canadian Natural Resources Limited,02-OCT-2024,Y,N
23541,CNRL ET AL  W EAGLE  15-07-085-18,Canadian Natural Resources Limited,01-OCT-2024,Y,N
07020,CNRL ET AL UNIT W EAGLE  10-12-085-19,Canadian Natural Resources Limited,01-OCT-2024,Y,N
06442,CNRL ET AL UNIT W EAGLE  02-31-084-18,Canadian Natural Resources Limited,01-OCT-2024,Y,N
01010,WHITECAP  ET AL BOUNDARY  03-25-084-14,Whitecap Resources Inc.,30-SEP-2024,Y,N
14042,ORPHAN PREDATOR  FIREWEED D- 099-B/094-A-13,Orphan Fund,30-SEP-2024,Y,N
22917,ORPHAN PREDATOR  FIREWEED D- 036-A/094-A-13,Orphan Fund,30-SEP-2024,Y,N
07718,ORPHAN PREDATOR  INGA A-A005-B/094-A-13,Orphan Fund,30-SEP-2024,Y,N
06383,WHITECAP ET AL  BOUNDARY  02-24-084-14,Whitecap Resources Inc.,29-SEP-2024,Y,N
24112,SATURN   BOUNDARY  04-22-084-15,Saturn Oil & Gas Inc.,24-SEP-2024,Y,N
14957,SATURN   BOUNDARY  02-16-084-15,Saturn Oil & Gas Inc.,24-SEP-2024,Y,N
10484,STRATHCONA   RIGEL A13-14-088-18,STRATHCONA RESOURCES LTD.,19-SEP-2024,Y,N
10456,STRATHCONA ET AL  RIGEL  09-15-088-18,STRATHCONA RESOURCES LTD.,18-SEP-2024,Y,N
10982,STRATHCONA ET AL  RIGEL  01-22-088-18,STRATHCONA RESOURCES LTD.,14-SEP-2024,Y,N
10584,STRATHCONA   RIGEL  11-23-088-18,STRATHCONA RESOURCES LTD.,13-SEP-2024,Y,N
10491,STRATHCONA   RIGEL  05-23-088-18,STRATHCONA RESOURCES LTD.,13-SEP-2024,Y,N
06972,CNRL ET AL UNIT W EAGLE  10-07-085-18,Canadian Natural Resources Limited,11-SEP-2024,Y,N
27364,COP   FIREWEED D- 006-A/094-A-13,ConocoPhillips Canada Resources Corp.,11-SEP-2024,Y,N
06860,CNRL ET AL  W EAGLE A08-07-085-18,Canadian Natural Resources Limited,11-SEP-2024,Y,N
08805,CNRL   FT ST JOHN A11-21-084-19,Canadian Natural Resources Limited,11-SEP-2024,Y,N
14873,CNRL   HALFWAY C- 061-L/094-B-15,Canadian Natural Resources Limited,10-SEP-2024,Y,N
09953,CVE ENERGY   BRASSEY B- 012-F/093-P-10,Cenovus Energy Inc.,09-SEP-2024,Y,N
07046,CVE ENERGY  HZ BRASSEY B- 094-C/093-P-10,Cenovus Energy Inc.,08-SEP-2024,Y,N
06411,CNRL ET AL UNIT W EAGLE A06-31-084-18,Canadian Natural Resources Limited,08-SEP-2024,Y,N
10610,CNRL   W EAGLE B14-16-084-18,Canadian Natural Resources Limited,08-SEP-2024,Y,N
10022,STRATHCONA   RIGEL  02-15-088-18,STRATHCONA RESOURCES LTD.,07-SEP-2024,Y,N
11403,STRATHCONA ET AL HZ RIGEL B16-14-088-18,STRATHCONA RESOURCES LTD.,07-SEP-2024,Y,N
12765,STRATHCONA ET AL HZ RIGEL A07-11-088-18,STRATHCONA RESOURCES LTD.,06-SEP-2024,Y,N
17800,CVE ENERGY   BRASSEY C- 072-C/093-P-10,Cenovus Energy Inc.,06-SEP-2024,Y,N
06405,CNRL   EAGLE  04-36-084-18,Canadian Natural Resources Limited,06-SEP-2024,Y,N
15150,STRATHCONA ET AL  OAK  16-02-086-18,STRATHCONA RESOURCES LTD.,06-SEP-2024,Y,N
12530,STRATHCONA ET AL HZ RIGEL B09-15-088-18,STRATHCONA RESOURCES LTD.,06-SEP-2024,Y,N
06422,CNRL ET AL  EAGLE  02-36-084-18,Canadian Natural Resources Limited,06-SEP-2024,Y,N
11326,CNRL  UNIT EAGLE  03-25-084-18,Canadian Natural Resources Limited,06-SEP-2024,Y,N
10441,STRATHCONA   RIGEL  15-10-088-18,STRATHCONA RESOURCES LTD.,05-SEP-2024,Y,N
09496,STRATHCONA   RIGEL  13-10-088-18,STRATHCONA RESOURCES LTD.,05-SEP-2024,Y,N
12223,STRATHCONA ET AL  RIGEL  15-06-088-18,STRATHCONA RESOURCES LTD.,05-SEP-2024,Y,N
29082,PACIFIC CANBRIAM   ALTARES A- 064-A/094-B-08,Pacific Canbriam Energy Limited,03-SEP-2024,Y,N
22912,PACIFIC CANBRIAM   ALTARES B- 053-H/094-B-08,Pacific Canbriam Energy Limited,03-SEP-2024,Y,N
17696,PACIFIC CANBRIAM   GROUNDBIRCH  10-20-078-18,Pacific Canbriam Energy Limited,30-AUG-2024,Y,N
20083,PACIFIC CANBRIAM  HZ GROUNDBIRCH  07-33-078-21,Pacific Canbriam Energy Limited,30-AUG-2024,Y,N
12433,TOURMALINE   FT ST JOHN  06-25-082-19,Tourmaline Oil Corp.,29-AUG-2024,Y,N
07352,TOURMALINE ET AL  KOBES B- 046-A/094-B-09,Tourmaline Oil Corp.,28-AUG-2024,Y,N
04015,TOURMALINE ET AL  KOBES D- 035-A/094-B-09,Tourmaline Oil Corp.,28-AUG-2024,Y,N
22729,TOURMALINE   FORT ST JOHN  06-11-083-18,Tourmaline Oil Corp.,27-AUG-2024,Y,N
05517,CNRL   EAGLE  06-19-084-18,Canadian Natural Resources Limited,25-AUG-2024,Y,N
04072,CNRL ET AL  W EAGLE  06-31-084-18,Canadian Natural Resources Limited,25-AUG-2024,Y,N
04603,CNRL ET AL  EAGLE  06-20-084-18,Canadian Natural Resources Limited,25-AUG-2024,Y,N
04927,CNRL ET AL  W EAGLE  08-07-085-18,Canadian Natural Resources Limited,24-AUG-2024,Y,N
04984,CNRL ET AL  W EAGLE  14-12-085-19,Canadian Natural Resources Limited,24-AUG-2024,Y,N
17932,COP   FIREWEED C- 081-A/094-A-13,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
27282,COP ET AL HZ BLUEBERRY D- 056-D/094-A-13,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
21027,COP   CACHE  06-06-088-22,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
17843,COP   CACHE  06-27-087-22,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
06312,CNRL ET AL  W EAGLE  14-35-084-19,Canadian Natural Resources Limited,23-AUG-2024,Y,N
10684,COP   CACHE  11-06-088-22,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
06495,CNRL ET AL UNIT W EAGLE  12-12-085-19,Canadian Natural Resources Limited,23-AUG-2024,Y,N
10762,COP  HZ GUNDY D- 013-G/094-B-16,ConocoPhillips Canada Resources Corp.,23-AUG-2024,Y,N
09668,CNRL   N NIG D- 091-I/094-H-04,Canadian Natural Resources Limited,22-AUG-2024,Y,N
10109,COP  HZ CACHE  12-27-087-22,ConocoPhillips Canada Resources Corp.,20-AUG-2024,Y,N
10653,COP  HZ W STODDART  01-06-088-21,ConocoPhillips Canada Resources Corp.,19-AUG-2024,Y,N
26940,CNOOC  HZ KOMIE B-P077-H/094-O-08,CNOOC Petroleum North America ULC,14-AUG-2024,Y,N
22965,COELACANTH ET AL  PARADISE  10-35-085-15,Coelacanth Energy Inc.,30-JUL-2024,Y,N
