,WA,Form,Abandoned Status Date,Area,RR Date,Fluid_AGAS,Fluid_GAS,Fluid_MGAS,Fluid_MOG,Fluid_MOIL,Fluid_OIL,Fluid_UND,Fluid_WATR,production_time,Year
3381,7600,6200,2003-03-07,2985.0,1991-03-20,False,False,False,False,False,False,True,False,4370,1991
3382,7600,2640,2003-03-07,2985.0,1998-12-18,False,False,False,False,False,False,True,False,1540,1998
3383,7602,7400,2021-02-16,9000.0,1991-02-20,False,True,False,False,False,False,False,False,10954,1991
3384,7603,8200,2006-03-14,4470.0,1991-03-14,False,True,False,False,False,False,False,False,5479,1991
3385,7608,7400,2016-10-30,7300.0,1991-04-08,False,True,False,False,False,False,False,False,9337,1991
3386,7616,8600,2018-03-26,5180.0,1992-02-20,False,True,False,False,False,False,False,False,9531,1992
3387,7617,7250,2021-01-29,2160.0,1991-03-01,False,True,False,False,False,False,False,False,10927,1991
3388,7623,4805,2021-12-16,2400.0,1991-02-26,False,False,False,True,False,False,False,False,11251,1991
3389,7623,4700,2021-12-16,2400.0,1991-02-26,False,False,False,True,False,False,False,False,11251,1991
3390,7623,2400,2021-12-16,2400.0,1991-02-26,False,False,False,True,False,False,False,False,11251,1991
3391,7624,4800,2022-03-13,5600.0,1991-03-12,False,True,False,False,False,False,False,False,11324,1991
3392,7624,4150,2022-03-13,5600.0,1991-03-12,False,True,False,False,False,False,False,False,11324,1991
3393,7630,4800,2020-03-03,8150.0,1991-02-09,False,True,False,False,False,False,False,False,10615,1991
3394,7631,2600,2006-09-25,2990.0,1991-02-24,False,True,False,False,False,False,False,False,5692,1991
3396,7644,2630,2004-02-12,8240.0,1991-02-27,False,False,False,False,False,False,True,False,4733,1991
3397,7649,4800,1997-09-24,6440.0,1991-02-11,False,False,False,False,False,True,False,False,2417,1991
3399,7666,8600,2012-02-21,2810.0,1991-04-08,False,False,False,False,False,False,False,True,7624,1991
3400,7666,7400,2012-02-21,2810.0,1991-04-08,False,False,False,False,False,False,False,True,7624,1991
3401,7679,4805,2012-01-27,2400.0,1991-03-13,False,False,False,False,False,True,False,False,7625,1991
3402,7686,4700,2020-01-25,2400.0,1991-03-19,False,True,False,False,False,False,False,False,10539,1991
3403,7686,2900,2020-01-25,2400.0,1991-03-19,False,True,False,False,False,False,False,False,10539,1991
3404,7690,2900,2022-09-14,2800.0,1991-03-19,False,True,False,False,False,False,False,False,11502,1991
3405,7694,4800,2022-03-16,2000.0,1991-03-28,False,True,False,False,False,False,False,False,11311,1991
3406,7694,4520,2022-03-16,2000.0,1991-03-28,False,True,False,False,False,False,False,False,11311,1991
3407,7694,4540,2022-03-16,2000.0,1991-03-28,False,True,False,False,False,False,False,False,11311,1991
3408,7698,4800,2022-03-17,7600.0,1991-03-22,False,False,False,False,False,True,False,False,11318,1991
3409,7698,4520,2022-03-17,7600.0,1991-03-22,False,False,False,False,False,True,False,False,11318,1991
3410,7699,4800,2022-03-20,2020.0,1991-03-29,False,False,False,False,False,True,False,False,11314,1991
3411,7699,2700,2022-03-20,2020.0,1991-03-29,False,False,False,False,False,True,False,False,11314,1991
3412,7703,4800,2021-01-29,7600.0,1991-04-01,False,False,False,False,False,False,False,True,10896,1991
3413,7704,4800,2013-03-04,6500.0,1991-04-03,False,True,False,False,False,False,False,False,8006,1991
3414,7704,2600,2013-03-04,6500.0,1991-04-03,False,True,False,False,False,False,False,False,8006,1991
3415,7705,4800,2017-12-19,6020.0,1991-12-18,False,False,False,False,False,True,False,False,9498,1991
3416,7709,4535,2023-03-19,2000.0,1991-06-30,False,False,False,False,False,True,False,False,11585,1991
3417,7712,4060,2013-08-18,8110.0,1991-11-23,False,True,False,False,False,False,False,False,7939,1991
3418,7718,7400,2024-09-30,4900.0,1991-07-24,False,True,False,False,False,False,False,False,12122,1991
3419,7718,4800,2024-09-30,4900.0,1991-07-24,False,True,False,False,False,False,False,False,12122,1991
3420,7723,4150,2006-02-10,5600.0,1991-10-10,False,True,False,False,False,False,False,False,5237,1991
3421,7725,7340,2021-01-31,6600.0,1991-10-28,False,True,False,False,False,False,False,False,10688,1991
3422,7725,4800,2021-01-31,6600.0,1991-10-28,False,True,False,False,False,False,False,False,10688,1991
3424,7729,4533,2019-10-06,3560.0,1991-08-04,False,False,False,False,False,True,False,False,10290,1991
3425,7733,4800,2015-09-20,6460.0,1991-09-06,False,True,False,False,False,False,False,False,8780,1991
3426,7733,4100,2015-09-20,6460.0,1991-09-06,False,True,False,False,False,False,False,False,8780,1991
3427,7734,4580,2014-10-07,8130.0,1991-08-24,False,False,True,False,False,False,False,False,8445,1991
3428,7734,4900,2014-10-07,8130.0,1991-08-24,False,False,True,False,False,False,False,False,8445,1991
3429,7737,4575,2017-12-11,4900.0,1991-09-21,False,False,False,False,False,True,False,False,9578,1991
3430,7739,4800,2023-10-06,7600.0,1991-09-20,False,False,False,False,False,True,False,False,11704,1991
3431,7741,4900,2019-09-25,2160.0,1991-10-17,False,True,False,False,False,False,False,False,10205,1991
3432,7744,7400,2023-09-06,1400.0,1991-11-08,False,False,False,False,False,True,False,False,11625,1991
3433,7748,4800,2016-03-04,4900.0,1991-12-08,False,True,False,False,False,False,False,False,8853,1991
3434,7748,4100,2016-03-04,4900.0,1991-12-08,False,True,False,False,False,False,False,False,8853,1991
3435,7751,4060,2003-01-24,9000.0,1992-04-12,False,True,False,False,False,False,False,False,3939,1992
3436,7752,4800,2019-05-14,8157.0,1991-11-02,False,True,False,False,False,False,False,False,10055,1991
3437,7759,4547,2007-12-02,3425.0,1991-12-05,False,False,False,False,False,True,False,False,5841,1991
3438,7764,2800,2021-01-22,7620.0,1991-12-17,False,True,False,False,False,False,False,False,10629,1991
3439,7764,2700,2021-01-22,7620.0,1991-12-17,False,True,False,False,False,False,False,False,10629,1991
3440,7767,4800,2022-03-17,7600.0,1991-11-23,False,True,False,False,False,False,False,False,11072,1991
3441,7772,7400,2022-12-17,7745.0,1992-04-15,False,False,False,False,False,True,False,False,11203,1992
3442,7772,4520,2022-12-17,7745.0,1992-04-15,False,False,False,False,False,True,False,False,11203,1992
3443,7773,8400,2004-10-03,5180.0,1992-01-12,False,True,False,False,False,False,False,False,4648,1992
3444,7773,8400,2004-10-03,5180.0,1993-12-14,False,True,False,False,False,False,False,False,3946,1993
3445,7774,4800,2010-09-10,3300.0,1991-12-15,False,False,False,False,False,True,False,False,6844,1991
3446,7776,4800,2019-03-11,6200.0,1991-12-13,False,True,False,False,False,False,False,False,9950,1991
3449,7779,2800,2022-12-17,8130.0,1992-01-02,False,False,False,False,False,False,False,True,11307,1992
3450,7779,2850,2022-12-17,8130.0,1992-01-02,False,False,False,False,False,False,False,True,11307,1992
3451,7780,2000,2022-01-24,8190.0,1991-12-20,False,True,False,False,False,False,False,False,10993,1991
3452,7781,4800,2016-11-26,7600.0,1991-12-22,False,True,False,False,False,False,False,False,9106,1991
3453,7793,4500,2021-01-29,7780.0,1992-03-08,False,True,False,False,False,False,False,False,10554,1992
3454,7793,2600,2021-01-29,7780.0,1992-03-08,False,True,False,False,False,False,False,False,10554,1992
3455,7793,5000,2021-01-29,9000.0,1992-03-08,False,True,False,False,False,False,False,False,10554,1992
3456,7801,7400,2023-09-06,1400.0,1992-02-03,False,False,False,False,False,True,False,False,11538,1992
3457,7802,4100,2019-06-15,2400.0,1992-02-07,False,False,True,False,False,False,False,False,9990,1992
3458,7802,2900,2019-06-15,2400.0,1992-02-07,False,False,True,False,False,False,False,False,9990,1992
3459,7810,8400,2013-02-14,4860.0,1992-03-10,False,True,False,False,False,False,False,False,7646,1992
3460,7814,8400,2006-03-14,4860.0,1992-02-10,False,True,False,False,False,False,False,False,5146,1992
3461,7815,4800,2019-01-18,6460.0,1992-01-13,False,True,False,False,False,False,False,False,9867,1992
3462,7833,7250,2011-10-30,3425.0,1992-03-14,False,True,False,False,False,False,False,False,7169,1992
3463,7836,4800,2023-02-02,8400.0,1992-03-12,False,False,False,False,False,True,False,False,11284,1992
3464,7836,2700,2023-02-02,8400.0,1992-03-12,False,False,False,False,False,True,False,False,11284,1992
3465,7839,4800,2023-02-02,8400.0,1992-02-27,False,True,False,False,False,False,False,False,11298,1992
3466,7844,4800,2016-11-26,7600.0,1992-03-16,False,True,False,False,False,False,False,False,9021,1992
3467,7844,2900,2016-11-26,7600.0,1992-03-16,False,True,False,False,False,False,False,False,9021,1992
3468,7845,4800,2010-01-21,3300.0,1992-03-06,False,False,False,False,False,False,True,False,6530,1992
3469,7845,4510,2010-01-21,9000.0,1992-03-06,False,False,False,False,False,False,True,False,6530,1992
3470,7845,4100,2010-01-21,3300.0,1992-03-06,False,False,False,False,False,False,True,False,6530,1992
3472,7850,4800,2021-02-23,6020.0,1992-03-24,False,False,False,False,False,True,False,False,10563,1992
3473,7857,4800,2001-01-16,7600.0,1992-03-28,False,True,False,False,False,False,False,False,3216,1992
3474,7858,4800,2014-03-08,9000.0,1992-05-29,False,False,False,False,False,False,True,False,7953,1992
3475,7858,2600,2014-03-08,9000.0,1992-05-29,False,False,False,False,False,False,True,False,7953,1992
3476,7864,2900,2013-02-08,760.0,1992-03-28,False,True,False,False,False,False,False,False,7622,1992
3477,7864,2600,2013-02-08,760.0,1992-03-28,False,True,False,False,False,False,False,False,7622,1992
3478,7867,2900,2023-09-01,1400.0,1992-05-19,False,True,False,False,False,False,False,False,11427,1992
3479,7869,4800,2021-03-17,6020.0,1993-02-15,False,False,False,False,False,True,False,False,10257,1993
3484,7904,4800,2023-03-16,8300.0,1992-06-30,False,True,False,False,False,False,False,False,11216,1992
3485,7904,2600,2023-03-16,8300.0,1992-06-30,False,True,False,False,False,False,False,False,11216,1992
3486,7904,2700,2023-03-16,8300.0,1992-06-30,False,True,False,False,False,False,False,False,11216,1992
3487,7907,4520,2021-07-17,8130.0,1992-06-25,False,False,False,False,False,True,False,False,10614,1992
3488,7908,4060,2021-10-24,2850.0,1993-03-10,True,False,False,False,False,False,False,False,10455,1993
3489,7910,2900,2023-09-06,1400.0,1992-07-13,False,True,False,False,False,False,False,False,11377,1992
3490,7912,4800,2024-01-26,6560.0,1992-07-03,False,False,False,False,False,True,False,False,11529,1992
3491,7912,4100,2024-01-26,6560.0,1992-07-03,False,False,False,False,False,True,False,False,11529,1992
3492,7914,2852,2007-06-24,9000.0,1992-08-16,False,True,False,False,False,False,False,False,5425,1992
3493,7916,4800,2021-02-18,6020.0,1992-07-13,False,False,False,True,False,False,False,False,10447,1992
3494,7916,2600,2021-02-18,6020.0,1992-07-13,False,False,False,True,False,False,False,False,10447,1992
3495,7919,7400,2016-10-29,7300.0,1992-08-31,False,True,False,False,False,False,False,False,8825,1992
3498,7924,4540,2015-11-03,4900.0,1992-08-17,False,False,False,False,False,True,False,False,8478,1992
3499,7926,4060,2021-12-03,2865.0,1992-12-18,False,True,False,False,False,False,False,False,10577,1992
3500,7934,7400,2023-09-02,1400.0,1993-12-10,False,False,False,False,False,True,False,False,10858,1993
3501,7935,7350,2003-11-19,350.0,1992-10-31,False,True,False,False,False,False,False,False,4036,1992
3502,7939,4800,2001-04-07,7600.0,1992-09-24,False,False,False,False,False,True,False,False,3117,1992
3503,7943,2600,2022-03-21,2400.0,1992-10-20,False,True,False,False,False,False,False,False,10744,1992
3504,7945,4800,2024-01-26,9000.0,1992-10-17,False,False,False,False,False,False,True,False,11423,1992
3505,7945,4510,2024-01-26,9000.0,1992-10-17,False,False,False,False,False,False,True,False,11423,1992
3506,7945,2700,2024-01-26,9000.0,1992-10-17,False,False,False,False,False,False,True,False,11423,1992
3507,7950,4805,2022-03-07,2400.0,1992-10-31,False,False,False,True,False,False,False,False,10719,1992
3508,7950,4700,2022-03-07,2400.0,1992-10-31,False,False,False,True,False,False,False,False,10719,1992
3509,7950,4520,2022-03-07,2400.0,1992-10-31,False,False,False,True,False,False,False,False,10719,1992
3510,7951,4800,2018-10-11,8360.0,1992-10-31,False,False,True,False,False,False,False,False,9476,1992
3511,7951,4596,2018-10-11,8360.0,1992-10-31,False,False,True,False,False,False,False,False,9476,1992
3512,7953,2000,2012-03-12,6430.0,1992-11-02,False,False,False,False,False,False,True,False,7070,1992
3513,7954,4800,2000-01-13,9000.0,1992-12-22,False,False,False,False,False,False,True,False,2578,1992
3514,7955,6200,2018-09-28,8100.0,1992-11-21,False,False,False,False,False,True,False,False,9442,1992
3515,7956,6200,2021-12-20,8100.0,1992-12-19,False,False,False,False,False,True,False,False,10593,1992
3516,7956,4510,2021-12-20,8100.0,1992-12-19,False,False,False,False,False,True,False,False,10593,1992
3517,7960,4520,2021-02-18,8130.0,1992-11-28,False,False,False,False,False,True,False,False,10309,1992
3518,7960,4520,2021-02-18,8130.0,1997-09-21,False,False,False,False,False,True,False,False,8551,1997
3519,7961,8400,2015-10-25,9000.0,1993-03-15,True,False,False,False,False,False,False,False,8259,1993
3520,7961,7400,2015-10-25,9000.0,1993-03-15,True,False,False,False,False,False,False,False,8259,1993
3521,7961,4800,2015-10-25,9000.0,1997-02-12,True,False,False,False,False,False,False,False,6829,1997
3522,7961,7400,2015-10-25,9000.0,1997-02-12,True,False,False,False,False,False,False,False,6829,1997
3523,7961,4510,2015-10-25,9000.0,1997-02-12,True,False,False,False,False,False,False,False,6829,1997
3525,7966,4800,2022-12-05,4900.0,1992-11-25,False,True,False,False,False,False,False,False,10967,1992
3526,7974,2900,1996-04-06,1400.0,1993-01-23,False,True,False,False,False,False,False,False,1169,1993
3527,7976,4800,2015-05-28,7600.0,1992-12-03,False,False,False,False,False,True,False,False,8211,1992
3528,7982,2600,2019-02-27,7780.0,1992-12-17,False,True,False,False,False,False,False,False,9568,1992
3529,7985,4800,2019-01-16,6460.0,1992-12-15,False,False,False,True,False,False,False,False,9528,1992
3530,7985,4520,2019-01-16,6460.0,1992-12-15,False,False,False,True,False,False,False,False,9528,1992
3531,7985,4100,2019-01-16,6460.0,1992-12-15,False,False,False,True,False,False,False,False,9528,1992
3532,7986,2600,2003-09-27,6530.0,1992-12-19,False,False,False,False,False,True,False,False,3934,1992
3533,7986,4507,2003-09-27,6530.0,1992-12-19,False,False,False,False,False,True,False,False,3934,1992
3534,7986,2800,2003-09-27,6530.0,1992-12-19,False,False,False,False,False,True,False,False,3934,1992
3535,7987,7400,2021-12-18,2300.0,1993-02-22,False,True,False,False,False,False,False,False,10526,1993
3536,7987,7400,2021-12-18,2300.0,1993-02-22,False,True,False,False,False,False,False,False,10526,1993
3537,7992,4700,2022-01-22,2100.0,1993-02-09,False,False,False,False,False,True,False,False,10574,1993
3538,7994,2600,2019-02-27,7780.0,1992-12-26,False,True,False,False,False,False,False,False,9559,1992
3539,7997,4800,2024-03-14,1280.0,1993-01-16,False,True,False,False,False,False,False,False,11380,1993
3540,7997,4100,2024-03-14,8260.0,1993-01-16,False,True,False,False,False,False,False,False,11380,1993
3541,7997,2400,2024-03-14,7250.0,1993-01-16,False,True,False,False,False,False,False,False,11380,1993
3542,8002,4990,2013-02-02,7660.0,1993-01-13,False,True,False,False,False,False,False,False,7325,1993
3543,8003,4800,2019-01-20,6460.0,1993-03-13,False,False,False,False,True,False,False,False,9444,1993
3544,8003,4520,2019-01-20,6460.0,1993-03-13,False,False,False,False,True,False,False,False,9444,1993
3545,8003,4100,2019-01-20,6460.0,1993-03-13,False,False,False,False,True,False,False,False,9444,1993
3548,8007,4500,2010-03-01,3300.0,1993-01-15,False,False,False,False,False,False,True,False,6254,1993
3549,8007,4100,2010-03-01,3300.0,1993-01-15,False,False,False,False,False,False,True,False,6254,1993
3550,8011,4990,1998-01-29,7660.0,1993-02-01,False,True,False,False,False,False,False,False,1823,1993
3551,8020,4800,2008-01-05,8400.0,1993-01-21,False,True,False,False,False,False,False,False,5462,1993
3552,8024,4700,2014-11-30,2100.0,1993-03-13,False,False,False,False,True,False,False,False,7932,1993
3553,8024,4700,2014-11-30,2100.0,1994-12-25,False,False,False,False,True,False,False,False,7280,1994
3554,8026,8600,2012-02-02,4470.0,1993-03-09,False,False,False,False,False,False,True,False,6904,1993
3555,8026,8200,2012-02-02,4470.0,1993-03-09,False,False,False,False,False,False,True,False,6904,1993
3556,8028,2600,2024-03-20,6410.0,1993-01-28,False,True,False,False,False,False,False,False,11374,1993
3557,8029,4800,2011-01-05,6800.0,1993-01-31,False,False,False,False,False,False,False,True,6548,1993
3558,8030,7400,2021-12-13,7775.0,1993-04-07,False,True,False,False,False,False,False,False,10477,1993
3559,8034,4800,1998-06-13,3560.0,1993-01-28,False,True,False,False,False,False,False,False,1962,1993
3560,8034,4100,1998-06-13,3560.0,1993-01-28,False,True,False,False,False,False,False,False,1962,1993
3561,8034,2700,1998-06-13,3560.0,1993-01-28,False,True,False,False,False,False,False,False,1962,1993
3562,8045,2900,2011-03-22,9000.0,1993-02-10,False,False,True,False,False,False,False,False,6614,1993
3563,8045,2600,2011-03-22,9000.0,1993-02-10,False,False,True,False,False,False,False,False,6614,1993
3564,8048,4100,2024-11-30,9000.0,1993-02-18,False,True,False,False,False,False,False,False,11608,1993
3565,8058,2630,2021-02-21,8240.0,1993-03-05,False,True,False,False,False,False,False,False,10215,1993
3566,8060,4800,2021-03-03,400.0,1993-02-24,False,False,False,False,False,True,False,False,10234,1993
3567,8063,2900,2012-02-27,9000.0,1993-03-14,False,False,False,False,False,False,True,False,6924,1993
3568,8065,2900,2010-03-09,2800.0,1993-02-22,False,True,False,False,False,False,False,False,6224,1993
3569,8065,2600,2010-03-09,1260.0,1993-02-22,False,True,False,False,False,False,False,False,6224,1993
3570,8068,2600,2021-01-31,7780.0,1993-02-27,False,True,False,False,False,False,False,False,10200,1993
3571,8069,4800,2022-12-19,3260.0,1993-02-27,False,True,False,False,False,False,False,False,10887,1993
3572,8069,4100,2022-12-19,3260.0,1993-02-27,False,True,False,False,False,False,False,False,10887,1993
3573,8069,2400,2022-12-19,3260.0,1993-02-27,False,True,False,False,False,False,False,False,10887,1993
3574,8071,8400,2007-05-31,7740.0,1993-04-07,False,True,False,False,False,False,False,False,5167,1993
3575,8078,2200,2024-01-30,6430.0,1993-12-13,False,True,False,False,False,False,False,False,11005,1993
3576,8078,1500,2024-01-30,9000.0,1993-12-13,False,True,False,False,False,False,False,False,11005,1993
3577,8084,2900,2002-01-29,3540.0,1993-03-10,False,True,False,False,False,False,False,False,3247,1993
3578,8089,4700,2015-11-18,2100.0,1993-04-05,False,False,False,False,False,True,False,False,8262,1993
3579,8089,4700,2015-11-18,2100.0,1994-05-04,False,False,False,False,False,True,False,False,7868,1994
3582,8102,4800,2010-02-19,8740.0,1993-03-29,False,True,False,False,False,False,False,False,6171,1993
3583,8103,4800,2023-02-05,8400.0,1993-03-31,False,True,False,False,False,False,False,False,10903,1993
3584,8118,2600,2023-03-24,2400.0,1993-04-01,False,True,False,False,False,False,False,False,10949,1993
3585,8118,2900,2023-03-24,2400.0,1993-04-01,False,True,False,False,False,False,False,False,10949,1993
3586,8118,2800,2023-03-24,2400.0,1993-04-01,False,True,False,False,False,False,False,False,10949,1993
3587,8118,2700,2023-03-24,2400.0,1993-04-01,False,True,False,False,False,False,False,False,10949,1993
3588,8123,4800,1996-08-08,7750.0,1993-04-28,False,False,False,False,False,True,False,False,1198,1993
3589,8126,4060,2022-08-22,8110.0,1994-01-04,False,True,False,False,False,False,False,False,10457,1994
3590,8132,4575,2017-11-25,4900.0,1993-07-09,False,False,False,False,False,False,False,True,8905,1993
3591,8136,4800,2001-06-23,6800.0,1993-06-28,False,False,True,False,False,False,False,False,2917,1993
3592,8136,4100,2001-06-23,6800.0,1993-06-28,False,False,True,False,False,False,False,False,2917,1993
3593,8136,2400,2001-06-23,6800.0,1993-06-28,False,False,True,False,False,False,False,False,2917,1993
3594,8138,4575,2017-11-27,4900.0,1993-06-22,False,False,False,False,False,False,False,True,8924,1993
3598,8146,2400,2002-10-23,3445.0,1993-06-22,False,True,False,False,False,False,False,False,3410,1993
3599,8147,2500,2002-09-10,8060.0,1993-07-18,False,False,False,False,False,False,True,False,3341,1993
3600,8155,4100,2008-01-06,1260.0,1993-06-16,False,False,False,False,False,False,True,False,5317,1993
3601,8155,2400,2008-01-06,1260.0,1993-06-16,False,False,False,False,False,False,True,False,5317,1993
3602,8158,2630,2022-03-30,2200.0,1993-07-31,False,True,False,False,False,False,False,False,10469,1993
3603,8162,4520,2021-10-15,8130.0,1993-06-27,False,False,False,False,False,True,False,False,10337,1993
3604,8163,4800,2010-09-06,760.0,1993-07-01,False,False,False,False,False,False,True,False,6276,1993
3605,8163,2600,2010-09-06,760.0,1993-07-01,False,False,False,False,False,False,True,False,6276,1993
3606,8174,4800,2021-02-24,8240.0,1993-07-21,False,True,False,False,False,False,False,False,10080,1993
3607,8174,2630,2021-02-24,8240.0,1993-07-21,False,True,False,False,False,False,False,False,10080,1993
3608,8176,7340,2022-11-17,5860.0,1993-08-21,False,True,False,False,False,False,False,False,10680,1993
3609,8176,5000,2022-11-17,5860.0,1993-08-21,False,True,False,False,False,False,False,False,10680,1993
3610,8181,2900,2022-02-23,2400.0,1993-07-22,False,True,False,False,False,False,False,False,10443,1993
3611,8182,4800,2019-11-06,6140.0,1993-08-22,False,True,False,False,False,False,False,False,9572,1993
3613,8189,8600,2019-03-24,7770.0,1993-08-26,False,True,False,False,False,False,False,False,9341,1993
3614,8189,8600,2019-03-24,7770.0,1997-09-13,False,True,False,False,False,False,False,False,7862,1997
3615,8189,8600,2019-03-24,7770.0,1999-03-04,False,True,False,False,False,False,False,False,7325,1999
3616,8190,2600,2021-09-22,9000.0,1993-09-16,False,True,False,False,False,False,False,False,10233,1993
3617,8192,4100,2012-09-04,4300.0,1993-09-11,False,True,False,False,False,False,False,False,6933,1993
3618,8192,2600,2012-09-04,4300.0,1993-09-11,False,True,False,False,False,False,False,False,6933,1993
3619,8194,2900,2023-08-31,1400.0,1993-09-28,False,True,False,False,False,False,False,False,10929,1993
3620,8195,4100,1999-01-28,9000.0,1993-09-01,False,False,False,False,False,False,True,False,1975,1993
3621,8204,4100,2017-02-17,3540.0,1993-09-04,False,False,True,False,False,False,False,False,8567,1993
3622,8204,2600,2017-02-17,3540.0,1993-09-04,False,False,True,False,False,False,False,False,8567,1993
3623,8206,4800,2010-09-23,6500.0,1993-12-08,False,True,False,False,False,False,False,False,6133,1993
3624,8207,4800,1999-11-03,9000.0,1993-12-16,False,False,False,False,False,False,True,False,2148,1993
3625,8207,2700,1999-11-03,9000.0,1993-12-16,False,False,False,False,False,False,True,False,2148,1993
3626,8207,2600,1999-11-03,9000.0,1993-12-16,False,False,False,False,False,False,True,False,2148,1993
3627,8217,4800,2010-03-25,100.0,1993-10-03,False,False,False,False,False,False,True,False,6017,1993
3628,8217,4510,2010-03-25,100.0,1993-10-03,False,False,False,False,False,False,True,False,6017,1993
3629,8217,2900,2010-03-25,100.0,1993-10-03,False,False,False,False,False,False,True,False,6017,1993
3630,8219,7400,2021-12-14,9000.0,1993-10-15,False,False,False,False,False,False,False,True,10287,1993
3631,8220,4580,2002-10-17,3580.0,1993-09-15,False,False,False,False,True,False,False,False,3319,1993
3632,8220,4533,2002-10-17,3580.0,1993-09-15,False,False,False,False,True,False,False,False,3319,1993
3633,8221,2900,2024-10-10,1400.0,1993-08-28,False,True,False,False,False,False,False,False,11366,1993
3634,8230,4520,2015-10-11,8130.0,1993-09-20,False,False,False,False,False,False,False,True,8056,1993
3635,8231,4520,2014-11-22,8130.0,1993-10-05,False,False,False,False,False,False,False,True,7718,1993
3636,8231,2850,2014-11-22,8130.0,1993-10-05,False,False,False,False,False,False,False,True,7718,1993
3637,8231,2800,2014-11-22,8130.0,1993-10-05,False,False,False,False,False,False,False,True,7718,1993
3638,8248,4100,2001-10-24,9000.0,1994-05-17,False,True,False,False,False,False,False,False,2717,1994
3639,8251,4100,2022-02-21,4300.0,1993-10-19,False,True,False,False,False,False,False,False,10352,1993
3640,8251,2700,2022-02-21,4300.0,1993-10-19,False,True,False,False,False,False,False,False,10352,1993
3641,8253,4100,2011-01-05,7620.0,1993-09-30,False,False,False,False,False,True,False,False,6306,1993
3642,8253,2700,2011-01-05,7620.0,1993-09-30,False,False,False,False,False,True,False,False,6306,1993
3643,8261,4800,2009-07-20,4900.0,1993-10-23,False,True,False,False,False,False,False,False,5749,1993
3644,8265,4520,2024-12-06,7600.0,1993-10-15,False,False,False,False,False,True,False,False,11375,1993
3645,8268,4800,2022-09-15,3540.0,1993-10-18,False,True,False,False,False,False,False,False,10559,1993
3646,8268,4100,2022-09-15,3540.0,1993-10-18,False,True,False,False,False,False,False,False,10559,1993
3647,8268,4900,2022-09-15,3540.0,2003-04-12,False,True,False,False,False,False,False,False,7096,2003
3648,8271,4520,2015-07-02,6460.0,1993-11-23,False,False,False,False,False,True,False,False,7891,1993
3649,8273,4100,2003-10-02,6460.0,1993-10-31,False,False,False,True,False,False,False,False,3623,1993
3650,8273,2700,2003-10-02,6460.0,1993-10-31,False,False,False,True,False,False,False,False,3623,1993
3651,8275,8400,2022-11-21,50.0,1993-12-14,False,True,False,False,False,False,False,False,10569,1993
3652,8277,4150,2004-11-27,2240.0,1993-11-19,False,True,False,False,False,False,False,False,4026,1993
3653,8278,4520,2020-09-02,6200.0,1993-10-25,False,False,False,True,False,False,False,False,9809,1993
3654,8278,4100,2020-09-02,6460.0,1993-10-25,False,False,False,True,False,False,False,False,9809,1993
3655,8282,2700,2020-03-09,7620.0,1993-11-06,False,True,False,False,False,False,False,False,9620,1993
3656,8285,4100,2021-12-07,2865.0,1995-04-26,False,True,False,False,False,False,False,False,9722,1995
3657,8285,6225,2021-12-07,2865.0,2006-01-16,False,True,False,False,False,False,False,False,5804,2006
3658,8286,2600,2023-03-20,2400.0,1993-12-10,False,True,False,False,False,False,False,False,10692,1993
3659,8286,2900,2023-03-20,7600.0,1993-12-10,False,True,False,False,False,False,False,False,10692,1993
3661,8302,4100,2015-02-28,7600.0,1993-11-13,False,True,False,False,False,False,False,False,7777,1993
3662,8302,2600,2015-02-28,2400.0,1993-11-13,False,True,False,False,False,False,False,False,7777,1993
3663,8303,7400,2022-07-08,9000.0,1994-02-15,False,True,False,False,False,False,False,False,10370,1994
3664,8303,5000,2022-07-08,9022.0,2004-11-06,False,True,False,False,False,False,False,False,6453,2004
3665,8309,4800,2023-10-06,7600.0,1993-11-05,False,False,False,False,False,True,False,False,10927,1993
3666,8314,4520,2014-03-08,4390.0,1993-11-23,False,False,False,False,False,True,False,False,7410,1993
3670,8316,4100,2005-11-05,6460.0,1993-11-25,False,False,True,False,False,False,False,False,4363,1993
3671,8316,4800,2005-11-05,6460.0,1993-11-25,False,False,True,False,False,False,False,False,4363,1993
3672,8319,2700,2022-10-21,6490.0,1993-12-02,False,True,False,False,False,False,False,False,10550,1993
3673,8319,2600,2022-10-21,6490.0,1993-12-02,False,True,False,False,False,False,False,False,10550,1993
3674,8323,2900,2022-03-21,7600.0,1993-11-27,False,True,False,False,False,False,False,False,10341,1993
3675,8323,2600,2022-03-21,2400.0,1993-11-27,False,True,False,False,False,False,False,False,10341,1993
3676,8324,2600,2021-11-25,2400.0,1993-11-19,False,True,False,False,False,False,False,False,10233,1993
3677,8326,8600,2012-01-14,5480.0,1994-01-08,False,True,False,False,False,False,False,False,6580,1994
3678,8327,8400,2013-02-13,4860.0,1994-01-10,False,True,False,False,False,False,False,False,6974,1994
3679,8331,2650,1999-01-29,9000.0,1994-01-07,False,False,False,False,False,True,False,False,1848,1994
3680,8339,4800,2010-03-02,8240.0,1993-12-21,False,False,False,False,False,False,True,False,5915,1993
3681,8340,2600,2020-03-16,3380.0,1994-02-03,False,False,False,False,False,False,True,False,9538,1994
3682,8345,4800,2023-02-06,6800.0,1993-12-20,False,False,False,True,False,False,False,False,10640,1993
3683,8345,2700,2023-02-06,6800.0,1993-12-20,False,False,False,True,False,False,False,False,10640,1993
