,WA,Form,Abandoned Status Date,Area,RR Date,Fluid_AGAS,Fluid_GAS,Fluid_MGAS,Fluid_MOG,Fluid_MOIL,Fluid_OIL,Fluid_UND,Fluid_WATR,production_time,Year
6149,13878,8200,2022-02-09,3450.0,2003-02-11,False,False,False,False,False,False,True,False,6938,2003
6150,13878,8200,2022-02-09,3450.0,2003-02-11,False,False,False,False,False,False,True,False,6938,2003
6151,13878,8200,2022-02-09,3450.0,2003-02-11,False,False,False,False,False,False,True,False,6938,2003
6152,13884,8200,2008-03-21,4470.0,2001-03-11,False,False,False,False,False,False,True,False,2567,2001
6153,13888,2515,2012-02-28,4780.0,2001-02-05,False,False,True,False,False,False,False,False,4040,2001
6154,13888,2200,2012-02-28,4780.0,2001-02-05,False,False,True,False,False,False,False,False,4040,2001
6155,13891,0180,2013-03-17,6480.0,2001-03-05,False,True,False,False,False,False,False,False,4395,2001
6156,13899,4100,2021-09-12,2920.0,2001-02-04,False,True,False,False,False,False,False,False,7525,2001
6157,13899,2600,2021-09-12,2920.0,2001-02-04,False,True,False,False,False,False,False,False,7525,2001
6158,13907,6200,2022-03-22,8000.0,2001-02-02,False,True,False,False,False,False,False,False,7718,2001
6159,13911,4800,2021-01-30,7600.0,2001-03-02,False,True,False,False,False,False,False,False,7274,2001
6160,13911,4100,2021-01-30,7600.0,2001-03-02,False,True,False,False,False,False,False,False,7274,2001
6161,13917,4800,2014-12-14,2240.0,2001-03-22,False,False,False,False,False,False,True,False,5015,2001
6162,13917,4540,2014-12-14,2240.0,2001-03-22,False,False,False,False,False,False,True,False,5015,2001
6163,13919,7600,2013-02-11,9000.0,2004-07-13,False,True,False,False,False,False,False,False,3135,2004
6164,13919,2650,2013-02-11,9000.0,2004-07-13,False,True,False,False,False,False,False,False,3135,2004
6165,13919,2600,2013-02-11,9000.0,2004-07-13,False,True,False,False,False,False,False,False,3135,2004
6166,13921,4800,2011-03-18,6500.0,2001-02-26,False,True,False,False,False,False,False,False,3672,2001
6167,13921,2700,2011-03-18,6500.0,2001-02-26,False,True,False,False,False,False,False,False,3672,2001
6168,13921,2600,2011-03-18,6500.0,2001-02-26,False,True,False,False,False,False,False,False,3672,2001
6169,13923,2700,2012-03-07,3460.0,2004-03-27,False,False,False,False,False,True,False,False,2902,2004
6170,13926,4800,2023-09-10,800.0,2001-04-05,False,True,False,False,False,False,False,False,8193,2001
6171,13926,4100,2023-09-10,1400.0,2001-04-05,False,True,False,False,False,False,False,False,8193,2001
6172,13926,2900,2023-09-10,1400.0,2001-04-05,False,True,False,False,False,False,False,False,8193,2001
6173,13929,2700,2017-12-08,2700.0,2001-08-10,False,True,False,False,False,False,False,False,5964,2001
6174,13934,4900,2023-09-03,1400.0,2001-04-24,False,False,False,False,False,True,False,False,8167,2001
6175,13936,2900,2023-09-04,1400.0,2001-04-24,False,True,False,False,False,False,False,False,8168,2001
6176,13937,4800,2020-03-04,8150.0,2001-02-15,False,True,False,False,False,False,False,False,6957,2001
6177,13939,4800,2021-09-17,2240.0,2001-01-19,False,True,False,False,False,False,False,False,7546,2001
6178,13940,4800,2021-09-16,2240.0,2001-01-31,False,True,False,False,False,False,False,False,7533,2001
6179,13942,4580,2018-12-21,7900.0,2001-03-05,False,False,False,False,True,False,False,False,6500,2001
6180,13942,2600,2018-12-21,7900.0,2001-03-05,False,False,False,False,True,False,False,False,6500,2001
6181,13949,8200,2021-03-07,4470.0,2001-03-28,False,True,False,False,False,False,False,False,7284,2001
6182,13954,8400,2005-03-13,7755.0,2002-01-11,False,True,False,False,False,False,False,False,1157,2002
6183,13957,2200,2022-12-09,6430.0,2002-01-06,False,False,False,False,False,False,True,False,7642,2002
6184,13966,2700,2023-03-20,9000.0,2001-02-24,False,True,False,False,False,False,False,False,8059,2001
6185,13969,8200,2008-02-08,5400.0,2001-05-19,False,False,False,False,False,False,True,False,2456,2001
6186,13970,2630,2012-01-15,3380.0,2001-03-07,False,True,False,False,False,False,False,False,3966,2001
6187,13971,8200,2022-11-01,7770.0,2001-02-22,False,False,False,False,False,False,False,True,7922,2001
6188,13971,7700,2022-11-01,7770.0,2001-02-22,False,False,False,False,False,False,False,True,7922,2001
6189,13971,7400,2022-11-01,7770.0,2001-02-22,False,False,False,False,False,False,False,True,7922,2001
6190,13981,4580,2018-12-20,7900.0,2001-02-23,False,False,False,True,False,False,False,False,6509,2001
6191,13981,2700,2018-12-20,7900.0,2001-02-23,False,False,False,True,False,False,False,False,6509,2001
6192,13986,2900,2010-09-16,2800.0,2001-03-21,False,True,False,False,False,False,False,False,3466,2001
6193,13987,4500,2023-03-21,2400.0,2001-12-12,False,True,False,False,False,False,False,False,7769,2001
6194,13987,4100,2023-03-21,2400.0,2001-12-12,False,True,False,False,False,False,False,False,7769,2001
6195,13987,2900,2023-03-21,7600.0,2001-12-12,False,True,False,False,False,False,False,False,7769,2001
6196,13987,2600,2023-03-21,2400.0,2001-12-12,False,True,False,False,False,False,False,False,7769,2001
6197,13993,4100,2021-11-05,2700.0,2001-08-08,False,True,False,False,False,False,False,False,7394,2001
6198,13993,4100,2021-11-05,2700.0,2001-08-08,False,True,False,False,False,False,False,False,7394,2001
6199,13994,2600,2022-03-17,2000.0,2001-07-15,False,True,False,False,False,False,False,False,7550,2001
6200,13994,2600,2022-03-17,2000.0,2001-07-15,False,True,False,False,False,False,False,False,7550,2001
6201,14000,1725,2008-02-05,9000.0,2001-04-21,False,True,False,False,False,False,False,False,2481,2001
6202,14001,1725,2008-02-05,9000.0,2001-03-30,False,True,False,False,False,False,False,False,2503,2001
6203,14004,1725,2010-02-01,4385.0,2001-03-15,False,True,False,False,False,False,False,False,3245,2001
6204,14010,7400,2007-03-17,9000.0,2001-03-12,False,True,False,False,False,False,False,False,2196,2001
6205,14010,7100,2007-03-17,9000.0,2001-03-12,False,True,False,False,False,False,False,False,2196,2001
6206,14010,7390,2007-03-17,9000.0,2001-03-12,False,True,False,False,False,False,False,False,2196,2001
6207,14012,2900,2022-09-16,3540.0,2001-03-21,False,True,False,False,False,False,False,False,7849,2001
6208,14015,6200,2020-11-21,8000.0,2001-02-18,False,True,False,False,False,False,False,False,7216,2001
6209,14020,4800,2022-01-11,5600.0,2001-08-22,False,True,False,False,False,False,False,False,7447,2001
6210,14020,4150,2022-01-11,5600.0,2001-08-22,False,True,False,False,False,False,False,False,7447,2001
6211,14026,4580,2017-09-15,7900.0,2001-03-16,False,False,False,False,False,False,False,True,6027,2001
6212,14027,8200,2020-03-21,2900.0,2002-03-13,False,False,False,False,False,False,True,False,6583,2002
6213,14031,2900,2023-01-24,7600.0,2001-03-21,False,True,False,False,False,False,False,False,7979,2001
6214,14032,8200,2008-03-04,4470.0,2001-03-30,False,False,False,False,False,False,True,False,2531,2001
6215,14036,2600,2010-01-10,3300.0,2001-03-12,False,True,False,False,False,False,False,False,3226,2001
6216,14038,8400,2024-12-15,5500.0,2001-03-27,False,True,False,False,False,False,False,False,8664,2001
6217,14040,4800,2014-11-06,9000.0,2001-07-03,False,True,False,False,False,False,False,False,4874,2001
6218,14040,3200,2014-11-06,9000.0,2001-07-03,False,True,False,False,False,False,False,False,4874,2001
6219,14042,2900,2024-09-30,4900.0,2001-11-19,False,True,False,False,False,False,False,False,8351,2001
6220,14043,4520,2008-08-13,7275.0,2001-09-14,False,False,False,False,False,True,False,False,2525,2001
6221,14047,2505,2023-11-24,6430.0,2001-08-05,False,True,False,False,False,False,False,False,8146,2001
6222,14050,4900,2022-03-13,2020.0,2001-08-04,False,False,False,True,False,False,False,False,7526,2001
6223,14050,4800,2022-03-13,2020.0,2001-08-04,False,False,False,True,False,False,False,False,7526,2001
6224,14051,4800,2021-03-14,5560.0,2001-03-03,False,False,False,False,False,False,False,True,7316,2001
6225,14053,2350,2007-06-14,6460.0,2001-04-05,False,False,False,False,False,False,True,False,2261,2001
6226,14053,4520,2007-06-14,6460.0,2001-04-05,False,False,False,False,False,False,True,False,2261,2001
6227,14054,4800,2021-03-12,8150.0,2002-01-16,False,True,False,False,False,False,False,False,6995,2002
6228,14055,4900,2012-10-31,3340.0,2001-06-05,False,False,True,False,False,False,False,False,4166,2001
6229,14055,2800,2012-10-31,9030.0,2001-06-05,False,False,True,False,False,False,False,False,4166,2001
6230,14055,5000,2012-10-31,3340.0,2001-06-05,False,False,True,False,False,False,False,False,4166,2001
6231,14056,4800,2024-12-20,8150.0,2002-02-08,False,True,False,False,False,False,False,False,8351,2002
6232,14056,2600,2024-12-20,8150.0,2002-02-08,False,True,False,False,False,False,False,False,8351,2002
6233,14058,4800,2009-02-26,9000.0,2001-09-16,False,True,False,False,False,False,False,False,2720,2001
6234,14063,2900,2020-02-08,2400.0,2001-07-08,False,True,False,False,False,False,False,False,6789,2001
6235,14063,2400,2020-02-08,2400.0,2001-07-08,False,True,False,False,False,False,False,False,6789,2001
6236,14067,7250,2020-12-17,6560.0,2001-04-01,False,True,False,False,False,False,False,False,7200,2001
6237,14067,7250,2020-12-17,6560.0,2001-04-01,False,True,False,False,False,False,False,False,7200,2001
6238,14067,6200,2020-12-17,6560.0,2001-04-01,False,True,False,False,False,False,False,False,7200,2001
6239,14067,4800,2020-12-17,6560.0,2001-04-01,False,True,False,False,False,False,False,False,7200,2001
6240,14067,2400,2020-12-17,6560.0,2001-04-01,False,True,False,False,False,False,False,False,7200,2001
6241,14072,4800,2018-01-13,6140.0,2001-04-18,False,True,False,False,False,False,False,False,6114,2001
6242,14073,4800,2023-09-29,4600.0,2001-07-26,False,True,False,False,False,False,False,False,8100,2001
6243,14076,2900,2021-10-06,2400.0,2001-07-02,False,True,False,False,False,False,False,False,7401,2001
6244,14078,4580,2017-08-14,7900.0,2001-04-07,False,False,False,False,True,False,False,False,5973,2001
6245,14078,2600,2017-08-14,7900.0,2001-04-07,False,False,False,False,True,False,False,False,5973,2001
6246,14081,2000,2020-10-29,8120.0,2001-09-08,False,True,False,False,False,False,False,False,6991,2001
6247,14084,2200,2020-10-29,8120.0,2001-07-08,False,True,False,False,False,False,False,False,7053,2001
6248,14084,2000,2020-10-29,8120.0,2001-07-08,False,True,False,False,False,False,False,False,7053,2001
6249,14086,2900,2023-12-03,1400.0,2002-01-16,False,True,False,False,False,False,False,False,7991,2002
6250,14096,4800,2020-07-24,8360.0,2001-08-09,False,True,False,False,False,False,False,False,6924,2001
6251,14096,4520,2020-07-24,8360.0,2001-08-09,False,True,False,False,False,False,False,False,6924,2001
6252,14097,2200,2017-01-06,8120.0,2001-06-21,False,True,False,False,False,False,False,False,5678,2001
6253,14098,2900,2020-02-27,7600.0,2001-11-05,False,True,False,False,False,False,False,False,6688,2001
6254,14099,2700,2020-03-10,7620.0,2002-12-13,False,False,False,False,False,False,True,False,6297,2002
6255,14104,2900,2020-03-04,7600.0,2001-09-30,False,True,False,False,False,False,False,False,6730,2001
6256,14106,7400,2018-10-30,2700.0,2001-07-31,False,False,True,False,False,False,False,False,6300,2001
6257,14106,4800,2018-10-30,2700.0,2001-07-31,False,False,True,False,False,False,False,False,6300,2001
6258,14117,7250,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6259,14117,6200,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6260,14117,4582,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6261,14117,4520,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6262,14117,4100,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6263,14117,2800,2020-09-01,3600.0,2002-11-19,False,True,False,False,False,False,False,False,6496,2002
6265,14127,4500,2020-09-01,3600.0,2001-07-15,False,True,False,False,False,False,False,False,6988,2001
6266,14127,4100,2020-09-01,3600.0,2001-07-15,False,True,False,False,False,False,False,False,6988,2001
6267,14131,4800,2022-02-10,5600.0,2001-11-06,False,True,False,False,False,False,False,False,7401,2001
6268,14131,4150,2022-02-10,5600.0,2001-11-06,False,True,False,False,False,False,False,False,7401,2001
6269,14131,4150,2022-02-10,5600.0,2005-10-28,False,True,False,False,False,False,False,False,5949,2005
6270,14133,2600,2024-10-22,2240.0,2001-07-02,False,True,False,False,False,False,False,False,8513,2001
6271,14133,4150,2024-10-22,2240.0,2001-07-02,False,True,False,False,False,False,False,False,8513,2001
6272,14135,2900,2019-03-08,2800.0,2001-09-05,False,True,False,False,False,False,False,False,6393,2001
6273,14148,4150,2024-02-21,5600.0,2001-07-23,False,True,False,False,False,False,False,False,8248,2001
6274,14153,2852,2019-08-20,9000.0,2001-10-06,False,True,False,False,False,False,False,False,6527,2001
6275,14154,2852,2019-08-17,4375.0,2001-10-12,False,True,False,False,False,False,False,False,6518,2001
6276,14155,2852,2019-08-20,4375.0,2001-09-30,False,True,False,False,False,False,False,False,6533,2001
6277,14160,8200,2022-03-19,5400.0,2001-07-24,False,False,False,False,False,False,True,False,7543,2001
6278,14163,8600,2008-03-20,9000.0,2001-07-31,False,False,False,False,False,False,True,False,2424,2001
6279,14165,7600,2023-04-11,9000.0,2001-10-18,False,True,False,False,False,False,False,False,7845,2001
6280,14165,8200,2023-04-11,9000.0,2001-10-18,False,True,False,False,False,False,False,False,7845,2001
6281,14167,1500,2018-12-06,7900.0,2000-08-15,False,False,False,False,False,False,False,True,6687,2000
6282,14172,8400,2010-09-14,5500.0,2001-11-24,False,False,False,False,False,False,True,False,3216,2001
6283,14172,2700,2010-09-14,5500.0,2001-11-24,False,False,False,False,False,False,True,False,3216,2001
6284,14172,2600,2010-09-14,5500.0,2001-11-24,False,False,False,False,False,False,True,False,3216,2001
6285,14178,2900,2023-03-18,7600.0,2002-03-16,False,True,False,False,False,False,False,False,7672,2002
6286,14178,2600,2023-03-18,7600.0,2002-03-16,False,True,False,False,False,False,False,False,7672,2002
6287,14187,6200,2020-12-14,4000.0,2001-08-31,False,True,False,False,False,False,False,False,7045,2001
6288,14187,4800,2020-12-14,4000.0,2001-08-31,False,True,False,False,False,False,False,False,7045,2001
6289,14187,4510,2020-12-14,4000.0,2001-08-31,False,True,False,False,False,False,False,False,7045,2001
6290,14188,4150,2024-10-23,2240.0,2002-03-18,False,True,False,False,False,False,False,False,8255,2002
6293,14202,8200,2019-03-06,4470.0,2003-03-08,False,False,False,False,False,False,False,True,5842,2003
6294,14206,2850,2018-12-06,9000.0,2001-12-18,False,False,True,False,False,False,False,False,6197,2001
6295,14206,2800,2018-12-06,9000.0,2001-12-18,False,False,True,False,False,False,False,False,6197,2001
6296,14206,2500,2018-12-06,9000.0,2001-12-18,False,False,True,False,False,False,False,False,6197,2001
6297,14209,4700,2021-11-30,2920.0,2001-08-31,False,True,False,False,False,False,False,False,7396,2001
6298,14209,4540,2021-11-30,2920.0,2001-08-31,False,True,False,False,False,False,False,False,7396,2001
6299,14209,4100,2021-11-30,2920.0,2001-08-31,False,True,False,False,False,False,False,False,7396,2001
6300,14210,2850,2022-09-16,3540.0,2002-04-02,False,True,False,False,False,False,False,False,7472,2002
6301,14211,4150,2021-09-15,2240.0,2001-09-08,False,True,False,False,False,False,False,False,7312,2001
6302,14212,2850,2022-12-17,3540.0,2001-11-10,False,True,False,False,False,False,False,False,7707,2001
6305,14220,4800,2018-10-22,8360.0,2001-10-01,False,False,True,False,False,False,False,False,6230,2001
6306,14220,4596,2018-10-22,8360.0,2001-10-01,False,False,True,False,False,False,False,False,6230,2001
6307,14220,4535,2018-10-22,8360.0,2001-10-01,False,False,True,False,False,False,False,False,6230,2001
6308,14221,4800,2018-10-22,8360.0,2002-01-29,False,False,True,False,False,False,False,False,6110,2002
6309,14221,4596,2018-10-22,8360.0,2002-01-29,False,False,True,False,False,False,False,False,6110,2002
6310,14230,8200,2020-03-23,9000.0,2002-01-15,False,False,False,False,False,False,True,False,6642,2002
6311,14234,2600,2023-10-25,2200.0,2001-11-27,False,True,False,False,False,False,False,False,8002,2001
6312,14237,2600,2011-08-13,2400.0,2001-07-26,False,True,False,False,False,False,False,False,3670,2001
6313,14237,2400,2011-08-13,2400.0,2001-07-26,False,True,False,False,False,False,False,False,3670,2001
6314,14239,4100,2024-03-15,2200.0,2001-11-05,False,True,False,False,False,False,False,False,8166,2001
6315,14240,4100,2024-03-14,2200.0,2002-01-17,False,True,False,False,False,False,False,False,8092,2002
6316,14240,2630,2024-03-14,2200.0,2002-01-17,False,True,False,False,False,False,False,False,8092,2002
6317,14241,4700,2020-01-21,2400.0,2001-08-31,False,True,False,False,False,False,False,False,6717,2001
6318,14241,2900,2020-01-21,2400.0,2001-08-31,False,True,False,False,False,False,False,False,6717,2001
6319,14245,8400,2012-03-19,3200.0,2001-10-29,False,True,False,False,False,False,False,False,3794,2001
6320,14247,4100,2023-02-11,2400.0,2001-08-19,False,True,False,False,False,False,False,False,7846,2001
6321,14247,2400,2023-02-11,2400.0,2001-08-19,False,True,False,False,False,False,False,False,7846,2001
6322,14252,8400,2012-03-18,3200.0,2001-12-14,False,True,False,False,False,False,False,False,3747,2001
6324,14273,4990,2012-02-14,5160.0,2003-02-10,False,True,False,False,False,False,False,False,3291,2003
6325,14277,4990,2012-02-26,5160.0,2002-02-26,False,False,False,False,False,False,True,False,3652,2002
6327,14281,2700,2012-02-13,9000.0,2002-03-01,False,True,False,False,False,False,False,False,3636,2002
6328,14287,5000,2012-02-28,9000.0,2002-01-08,False,True,False,False,False,False,False,False,3703,2002
6330,14293,2630,2012-02-11,9000.0,2002-02-12,False,False,False,False,False,False,True,False,3651,2002
6331,14294,4990,2012-02-10,5160.0,2002-02-15,False,True,False,False,False,False,False,False,3647,2002
6332,14296,4990,2012-02-13,5160.0,2003-02-07,False,True,False,False,False,False,False,False,3293,2003
6333,14297,4150,2022-03-28,5000.0,2001-11-02,False,True,False,False,False,False,False,False,7451,2001
6334,14306,2400,2020-02-17,3430.0,2005-02-13,False,True,False,False,False,False,False,False,5482,2005
6335,14307,4800,2020-12-18,2700.0,2001-09-29,False,True,False,False,False,False,False,False,7020,2001
6336,14307,2900,2020-12-18,2700.0,2001-09-29,False,True,False,False,False,False,False,False,7020,2001
6337,14308,4530,2019-10-04,2800.0,2001-09-16,False,True,False,False,False,False,False,False,6592,2001
6338,14311,2800,2011-03-30,1800.0,2002-02-13,False,True,False,False,False,False,False,False,3332,2002
6339,14321,5000,2021-02-01,9021.0,2001-08-31,False,True,False,False,False,False,False,False,7094,2001
6340,14331,4580,2019-01-24,8000.0,2001-09-06,False,False,False,False,False,True,False,False,6349,2001
6341,14333,8600,2019-02-19,6030.0,2002-02-12,False,True,False,False,False,False,False,False,6216,2002
6342,14335,4520,2023-12-08,4390.0,2001-09-28,False,True,False,False,False,False,False,False,8106,2001
6343,14335,2000,2023-12-08,4390.0,2001-09-28,False,True,False,False,False,False,False,False,8106,2001
6344,14349,2900,2020-12-02,3540.0,2002-01-09,False,True,False,False,False,False,False,False,6902,2002
6345,14349,4100,2020-12-02,3540.0,2008-03-13,False,True,False,False,False,False,False,False,4647,2008
6346,14350,4995,2020-02-22,2985.0,2002-01-04,False,False,False,True,False,False,False,False,6623,2002
6347,14350,2640,2020-02-22,2985.0,2002-01-04,False,False,False,True,False,False,False,False,6623,2002
6348,14351,4995,2017-03-05,2985.0,2003-02-28,False,False,True,False,False,False,False,False,5119,2003
6349,14351,2640,2017-03-05,2985.0,2003-02-28,False,False,True,False,False,False,False,False,5119,2003
6350,14351,2400,2017-03-05,3430.0,2003-02-28,False,False,True,False,False,False,False,False,5119,2003
6354,14356,4995,2017-02-21,2985.0,2002-01-19,False,False,False,False,False,False,True,False,5512,2002
6355,14356,2640,2017-02-21,2985.0,2002-01-19,False,False,False,False,False,False,True,False,5512,2002
6356,14357,4995,2017-02-21,2985.0,2002-01-21,False,True,False,False,False,False,False,False,5510,2002
6358,14359,4995,2017-02-27,2985.0,2003-01-26,False,True,False,False,False,False,False,False,5146,2003
6360,14363,4995,2017-03-03,2985.0,2002-02-16,False,True,False,False,False,False,False,False,5494,2002
6361,14365,4995,2024-03-08,2985.0,2002-02-17,False,True,False,False,False,False,False,False,8055,2002
6362,14366,4995,2024-02-21,2985.0,2002-02-21,False,True,False,False,False,False,False,False,8035,2002
6363,14368,4995,2017-03-08,2985.0,2002-02-20,False,True,False,False,False,False,False,False,5495,2002
6364,14370,7400,2022-08-28,9000.0,2007-07-22,False,True,False,False,False,False,False,False,5516,2007
6365,14370,7400,2022-08-28,9000.0,2007-07-22,False,True,False,False,False,False,False,False,5516,2007
6366,14370,7400,2022-08-28,9000.0,2008-09-12,False,True,False,False,False,False,False,False,5098,2008
6367,14372,4590,2021-10-04,3600.0,2003-11-17,False,True,False,False,False,False,False,False,6531,2003
6368,14372,2800,2021-10-04,3600.0,2003-11-17,False,True,False,False,False,False,False,False,6531,2003
6369,14372,6200,2021-10-04,3600.0,2004-09-01,False,True,False,False,False,False,False,False,6242,2004
6371,14385,4990,2012-02-28,7660.0,2002-01-11,False,True,False,False,False,False,False,False,3700,2002
6372,14391,4800,2022-02-10,5600.0,2001-10-18,False,True,False,False,False,False,False,False,7420,2001
6373,14391,4150,2022-02-10,5600.0,2001-10-18,False,True,False,False,False,False,False,False,7420,2001
6374,14398,4540,2020-12-19,2000.0,2003-12-21,False,True,False,False,False,False,False,False,6208,2003
6375,14398,4100,2020-12-19,2000.0,2003-12-21,False,True,False,False,False,False,False,False,6208,2003
6376,14402,8200,2020-03-22,2900.0,2002-02-21,False,False,False,False,False,False,True,False,6604,2002
6377,14404,4582,2017-08-28,8100.0,2001-11-23,False,True,False,False,False,False,False,False,5757,2001
6378,14408,6200,2019-03-09,6600.0,2001-11-07,False,True,False,False,False,False,False,False,6331,2001
6379,14408,4800,2019-03-09,6600.0,2001-11-07,False,True,False,False,False,False,False,False,6331,2001
6380,14409,4800,2021-03-14,8150.0,2002-01-06,False,True,False,False,False,False,False,False,7007,2002
6382,14420,5000,2020-10-30,9021.0,2001-10-22,False,True,False,False,False,False,False,False,6948,2001
6383,14421,4800,2023-01-28,8150.0,2002-01-07,False,True,False,False,False,False,False,False,7691,2002
6384,14422,2000,2011-10-14,8120.0,2001-10-17,False,True,False,False,False,False,False,False,3649,2001
6385,14498,8400,2023-07-20,2400.0,2002-01-17,False,False,False,False,False,False,False,True,7854,2002
6386,14512,7400,2013-03-09,8140.0,2002-01-01,False,True,False,False,False,False,False,False,4085,2002
6387,14519,4100,2013-03-17,9000.0,2002-01-29,False,True,False,False,False,False,False,False,4065,2002
6390,14535,2800,2025-01-26,1280.0,2002-02-06,False,True,False,False,False,False,False,False,8390,2002
6391,14535,2700,2025-01-26,1280.0,2002-02-06,False,True,False,False,False,False,False,False,8390,2002
6392,14545,8600,2023-03-14,5480.0,2002-01-16,False,True,False,False,False,False,False,False,7727,2002
6393,14545,8600,2023-03-14,5480.0,2004-01-09,False,True,False,False,False,False,False,False,7004,2004
6394,14546,4800,2019-03-04,8150.0,2002-12-16,False,True,False,False,False,False,False,False,5922,2002
6395,14547,4800,2019-02-19,8150.0,2004-03-10,False,True,False,False,False,False,False,False,5459,2004
6396,14558,2900,2023-01-25,7600.0,2001-11-11,False,True,False,False,False,False,False,False,7745,2001
6397,14559,4800,2019-03-01,8150.0,2003-02-05,False,True,False,False,False,False,False,False,5868,2003
6398,14563,2000,2011-10-15,9000.0,2001-10-22,False,True,False,False,False,False,False,False,3645,2001
6399,14564,2700,2019-03-01,3240.0,2003-01-25,False,True,False,False,False,False,False,False,5879,2003
6400,14576,2800,2015-02-15,9030.0,2002-01-04,False,False,True,False,False,False,False,False,4790,2002
6401,14576,2000,2015-02-15,3340.0,2002-01-04,False,False,True,False,False,False,False,False,4790,2002
6402,14579,2600,2005-03-02,9000.0,2002-02-08,False,True,False,False,False,False,False,False,1118,2002
6405,14584,8600,2017-03-09,9000.0,2002-03-14,False,True,False,False,False,False,False,False,5474,2002
6406,14585,8600,2017-02-14,9000.0,2003-02-08,False,False,False,False,False,False,True,False,5120,2003
6407,14593,2350,2005-03-02,9000.0,2002-02-12,False,True,False,False,False,False,False,False,1114,2002
6408,14603,6200,2005-09-20,4000.0,2001-11-20,False,True,False,False,False,False,False,False,1400,2001
6409,14603,4800,2005-09-20,4000.0,2001-11-20,False,True,False,False,False,False,False,False,1400,2001
6410,14603,4510,2005-09-20,4000.0,2001-11-20,False,True,False,False,False,False,False,False,1400,2001
6411,14603,2600,2005-09-20,3600.0,2001-11-20,False,True,False,False,False,False,False,False,1400,2001
6412,14604,2640,2020-02-20,2985.0,2001-12-31,False,True,False,False,False,False,False,False,6625,2001
6413,14609,4520,2023-01-19,7600.0,2002-02-23,False,True,False,False,False,False,False,False,7635,2002
6414,14609,2900,2023-01-19,7600.0,2002-02-23,False,True,False,False,False,False,False,False,7635,2002
6415,14614,4990,2012-02-26,7660.0,2002-01-22,False,False,False,False,False,False,True,False,3687,2002
6416,14620,4800,2010-07-18,6140.0,2001-12-18,False,False,False,False,False,False,True,False,3134,2001
6417,14620,4100,2010-07-18,6140.0,2001-12-18,False,False,False,False,False,False,True,False,3134,2001
6418,14627,4800,2022-01-11,6140.0,2002-02-01,False,True,False,False,False,False,False,False,7284,2002
6419,14630,8200,2012-03-04,9000.0,2002-03-02,False,False,False,False,False,False,True,False,3655,2002
6420,14630,8200,2012-03-04,9000.0,2002-03-02,False,False,False,False,False,False,True,False,3655,2002
6421,14630,8200,2012-03-04,9000.0,2002-03-02,False,False,False,False,False,False,True,False,3655,2002
6422,14631,4990,2012-03-01,7660.0,2002-01-21,False,True,False,False,False,False,False,False,3692,2002
6423,14636,4800,2019-02-23,8150.0,2003-01-15,False,True,False,False,False,False,False,False,5883,2003
6425,14638,2900,2020-01-27,2400.0,2001-12-02,False,True,False,False,False,False,False,False,6630,2001
6426,14646,4800,2021-01-08,6140.0,2001-12-25,False,True,False,False,False,False,False,False,6954,2001
6427,14647,7400,2020-03-04,9000.0,2002-01-07,False,True,False,False,False,False,False,False,6631,2002
6428,14647,7600,2020-03-04,9000.0,2002-01-07,False,True,False,False,False,False,False,False,6631,2002
6429,14650,4995,2020-02-21,2985.0,2002-01-27,False,True,False,False,False,False,False,False,6599,2002
6430,14651,4520,2022-03-23,7600.0,2001-11-28,False,True,False,False,False,False,False,False,7420,2001
6431,14651,2600,2022-03-23,2400.0,2001-11-28,False,True,False,False,False,False,False,False,7420,2001
6432,14651,4100,2022-03-23,7600.0,2001-11-28,False,True,False,False,False,False,False,False,7420,2001
6433,14658,7420,2022-02-24,8137.0,2002-01-15,False,True,False,False,False,False,False,False,7345,2002
6434,14658,7400,2022-02-24,8137.0,2002-01-15,False,True,False,False,False,False,False,False,7345,2002
6435,14658,7100,2022-02-24,8137.0,2002-01-15,False,True,False,False,False,False,False,False,7345,2002
6436,14658,7100,2022-02-24,8137.0,2002-01-15,False,True,False,False,False,False,False,False,7345,2002
6437,14665,2700,2013-03-29,9000.0,2002-02-25,False,True,False,False,False,False,False,False,4050,2002
6438,14665,2600,2013-03-29,9000.0,2002-02-25,False,True,False,False,False,False,False,False,4050,2002
6439,14665,2400,2013-03-29,9000.0,2002-02-25,False,True,False,False,False,False,False,False,4050,2002
6440,14666,8400,2020-01-26,9000.0,2002-04-05,False,True,False,False,False,False,False,False,6505,2002
6441,14666,2400,2020-01-26,3430.0,2002-04-05,False,True,False,False,False,False,False,False,6505,2002
6442,14666,7700,2020-01-26,5500.0,2002-04-05,False,True,False,False,False,False,False,False,6505,2002
6443,14669,8200,2020-03-20,8180.0,2002-03-10,False,False,False,False,False,False,True,False,6585,2002
6444,14674,8400,2013-03-09,5400.0,2002-02-02,False,True,False,False,False,False,False,False,4053,2002
6445,14675,4800,2024-02-09,8150.0,2002-01-26,False,True,False,False,False,False,False,False,8049,2002
