,WA,Form,Abandoned Status Date,RR Date,Fluid_AGAS,Fluid_GAS,Fluid_MGAS,Fluid_MOG,Fluid_MOIL,Fluid_OIL,Fluid_UND,Fluid_WATR,production_time
634,1452,4800,1995-03-02,1965-02-22,False,False,False,False,False,True,False,False,10965
635,1458,4800,2023-02-02,1964-03-12,False,False,False,False,False,False,False,True,21511
636,1463,4800,2023-03-15,1964-04-01,False,False,False,False,False,True,False,False,21532
637,1465,2900,2017-12-06,1964-04-03,False,True,False,False,False,False,False,False,19605
638,1468,4150,2002-01-08,1964-06-22,False,True,False,False,False,False,False,False,13714
639,1470,4535,2011-10-24,1964-07-06,False,False,False,False,False,True,False,False,17276
640,1473,6200,2019-10-03,1964-07-18,False,True,False,False,False,False,False,False,20165
641,1474,4800,2010-02-04,1964-07-07,False,True,False,False,False,False,False,False,16648
642,1474,4100,2010-02-04,1964-07-07,False,True,False,False,False,False,False,False,16648
643,1475,4100,2018-02-23,1964-07-16,False,False,True,False,False,False,False,False,19580
644,1475,2900,2018-02-23,1964-07-16,False,False,True,False,False,False,False,False,19580
645,1478,4800,2010-09-09,1964-07-16,False,False,False,False,False,True,False,False,16856
646,1482,4535,1997-01-20,1964-08-09,False,False,False,False,False,True,False,False,11852
647,1484,4100,1991-10-03,1964-08-02,False,False,True,False,False,False,False,False,9923
648,1484,2600,1991-10-03,1979-03-12,False,False,True,False,False,False,False,False,4588
649,1486,2900,2006-03-20,1964-08-06,False,True,False,False,False,False,False,False,15201
650,1488,4150,2012-07-27,1964-08-16,False,True,False,False,False,False,False,False,17512
651,1490,4800,2003-11-18,1964-08-22,False,False,False,False,False,False,False,True,14332
652,1492,2900,1968-07-09,1964-10-23,False,True,False,False,False,False,False,False,1355
653,1493,4800,2023-02-09,1964-08-07,False,False,False,False,False,False,False,True,21370
654,1495,4535,2023-02-05,1964-08-19,False,False,False,False,False,True,False,False,21354
655,1499,2400,2010-07-12,1965-03-27,False,False,False,False,False,False,True,False,16543
656,1500,2900,2011-01-09,1964-09-05,False,False,False,False,False,True,False,False,16927
657,1502,4800,2008-12-10,1964-09-04,False,False,False,False,False,False,False,True,16168
658,1503,4800,2003-09-17,1964-09-03,False,False,False,False,False,False,True,False,14258
659,1503,4100,2003-09-17,1964-09-03,False,False,False,False,False,False,True,False,14258
660,1504,2900,1965-01-14,1964-10-18,False,True,False,False,False,False,False,False,88
661,1508,2900,2019-03-04,1964-10-02,False,True,False,False,False,False,False,False,19876
662,1511,4150,2006-03-13,1964-10-28,False,True,False,False,False,False,False,False,15111
663,1513,4535,2021-07-14,1964-10-01,False,False,False,False,False,True,False,False,20740
664,1514,4800,2016-10-29,1964-10-13,False,False,False,False,False,False,True,False,19009
665,1518,4800,2023-03-02,1970-08-01,False,False,False,True,False,False,False,False,19206
666,1518,2600,2023-03-02,1970-08-01,False,False,False,True,False,False,False,False,19206
667,1525,4800,2010-02-22,1964-11-16,False,False,False,False,False,False,False,True,16534
668,1526,4800,2010-12-11,1964-11-03,False,False,False,False,False,False,False,True,16839
669,1531,4800,2023-02-08,1964-11-20,False,False,False,True,False,False,False,False,21264
670,1531,2700,2023-02-08,1964-11-20,False,False,False,True,False,False,False,False,21264
671,1537,2900,1998-06-24,1964-11-21,False,True,False,False,False,False,False,False,12268
672,1537,2600,1998-06-24,1964-11-21,False,True,False,False,False,False,False,False,12268
673,1538,4800,2022-03-06,1964-11-24,False,False,False,False,False,True,False,False,20921
674,1538,2700,2022-03-06,1964-11-24,False,False,False,False,False,True,False,False,20921
675,1540,4800,2003-03-25,1964-11-30,False,False,False,False,False,False,True,False,13994
676,1540,4100,2003-03-25,1964-11-30,False,False,False,False,False,False,True,False,13994
677,1549,4500,2019-03-02,1964-12-27,False,True,False,False,False,False,False,False,19788
678,1549,2600,2019-03-02,1964-12-27,False,True,False,False,False,False,False,False,19788
679,1551,4800,2010-09-03,1964-12-27,False,True,False,False,False,False,False,False,16686
680,1551,4040,2010-09-03,1964-12-27,False,True,False,False,False,False,False,False,16686
681,1552,4800,2023-03-23,1965-01-15,False,False,False,False,False,True,False,False,21251
682,1554,8400,1991-03-16,1965-02-20,False,True,False,False,False,False,False,False,9520
683,1555,2900,1984-11-20,1965-01-11,False,False,False,False,False,True,False,False,7253
684,1556,6200,1965-03-17,1965-02-05,False,False,False,False,False,False,True,False,40
685,1558,4535,2001-10-15,1965-01-12,False,False,False,False,False,True,False,False,13425
686,1566,4805,2023-02-10,1965-02-07,False,True,False,False,False,False,False,False,21187
687,1566,2700,2023-02-10,1965-02-07,False,True,False,False,False,False,False,False,21187
688,1567,4805,1986-01-09,1965-01-17,False,False,False,False,False,True,False,False,7662
689,1569,8600,2021-02-17,1965-03-15,False,True,False,False,False,False,False,False,20428
690,1578,8400,2009-04-02,1965-03-12,False,True,False,False,False,False,False,False,16092
691,1584,4800,1996-02-14,1965-03-10,False,False,False,False,False,True,False,False,11298
692,1590,4800,1995-06-29,1965-02-13,False,False,False,False,False,True,False,False,11093
693,1593,2900,2019-09-14,1965-03-02,False,True,False,False,False,False,False,False,19919
694,1598,4800,2003-01-06,1965-02-15,False,False,False,False,False,True,False,False,13839
695,1602,8600,1970-06-09,1965-03-28,False,True,False,False,False,False,False,False,1899
696,1607,4800,2010-01-14,1965-02-25,False,True,False,False,False,False,False,False,16394
697,1613,4100,2011-01-07,1965-03-23,False,True,False,False,False,False,False,False,16726
698,1616,2900,2017-01-19,1965-02-26,False,False,False,False,False,True,False,False,18955
699,1620,2900,2021-03-18,1965-03-13,False,True,False,False,False,False,False,False,20459
700,1620,2600,2021-03-18,1965-03-13,False,True,False,False,False,False,False,False,20459
701,1630,2900,1976-10-25,1965-03-26,False,True,False,False,False,False,False,False,4231
702,1631,4805,2023-02-09,1965-03-20,False,False,False,True,False,False,False,False,21145
703,1631,3200,2023-02-09,1965-03-20,False,False,False,True,False,False,False,False,21145
704,1631,2600,2023-02-09,1965-03-20,False,False,False,True,False,False,False,False,21145
705,1635,4800,2003-12-06,1965-03-20,False,False,False,False,False,True,False,False,14140
706,1639,4800,1995-03-10,1965-03-19,False,False,False,False,False,True,False,False,10948
707,1639,2700,1995-03-10,1965-03-19,False,False,False,False,False,True,False,False,10948
708,1643,4800,1983-04-11,1965-04-01,False,False,False,False,False,True,False,False,6584
709,1646,4800,1995-06-26,1965-04-08,False,False,False,False,False,True,False,False,11036
710,1651,2900,1973-07-06,1965-04-06,False,False,False,False,False,True,False,False,3013
711,1661,4800,1983-03-07,1965-06-06,False,False,False,False,False,True,False,False,6483
712,1664,4800,1975-02-04,1965-06-09,False,True,False,False,False,False,False,False,3527
713,1670,4535,2005-10-13,1965-07-17,False,False,False,False,False,True,False,False,14698
714,1671,4535,2023-03-20,1965-07-13,False,False,False,False,False,True,False,False,21069
715,1674,4535,2022-02-19,1965-06-16,False,False,False,False,False,True,False,False,20702
716,1675,4535,2000-06-01,1965-06-24,False,False,False,False,False,True,False,False,12761
717,1678,4800,2011-03-16,1965-08-01,False,False,False,False,False,False,False,True,16663
718,1679,4800,2006-08-06,1965-06-27,False,False,False,False,False,False,True,False,15015
719,1683,4800,1972-12-12,1965-07-15,False,False,False,False,False,True,False,False,2707
720,1685,4800,2023-02-04,1965-07-11,False,False,False,False,False,False,False,True,21027
721,1691,4800,1982-05-14,1965-07-15,False,False,False,False,False,True,False,False,6147
722,1692,2900,1976-11-08,1965-08-07,False,False,False,False,False,True,False,False,4111
723,1698,4800,1991-12-15,1965-08-04,False,False,False,False,False,True,False,False,9629
724,1699,4800,2010-09-02,1965-08-25,False,False,False,True,False,False,False,False,16444
725,1699,2700,2010-09-02,1965-08-25,False,False,False,True,False,False,False,False,16444
726,1699,3200,2010-09-02,1965-08-25,False,False,False,True,False,False,False,False,16444
727,1700,4800,2010-12-14,1965-08-09,False,False,False,False,False,True,False,False,16563
728,1702,4535,2011-10-23,1965-07-30,False,False,False,False,False,True,False,False,16886
729,1703,4800,2010-10-15,1965-07-31,False,True,False,False,False,False,False,False,16512
730,1703,2600,2010-10-15,1965-07-31,False,True,False,False,False,False,False,False,16512
731,1704,4800,2010-09-13,1965-08-03,False,False,False,False,False,True,False,False,16477
732,1704,2700,2010-09-13,1965-08-03,False,False,False,False,False,True,False,False,16477
733,1705,4800,2011-03-27,1965-08-07,False,False,False,False,False,False,False,True,16668
734,1706,4800,2010-09-18,1965-08-13,False,False,False,False,False,False,False,True,16472
735,1713,4800,2010-10-15,1965-08-21,False,False,False,False,False,True,False,False,16491
736,1714,2900,1998-12-23,1965-08-18,False,False,False,False,False,True,False,False,12180
737,1720,4535,1996-12-21,1965-09-02,False,False,False,False,False,True,False,False,11433
738,1722,4800,2009-01-08,1965-10-03,False,False,False,False,False,False,False,True,15803
739,1725,4800,2022-10-20,1965-09-13,False,False,False,False,False,True,False,False,20856
740,1726,4800,1996-10-31,1965-09-15,False,False,False,False,False,True,False,False,11369
741,1728,4100,1990-11-17,1965-09-27,False,True,False,False,False,False,False,False,9182
742,1733,4800,2007-02-13,1965-09-26,False,False,False,False,False,True,False,False,15115
743,1734,4800,2010-09-12,1965-09-29,False,False,False,False,False,True,False,False,16419
744,1735,4800,2014-08-25,1965-10-24,False,False,False,False,False,False,False,True,17837
745,1736,4800,2006-03-19,1965-10-06,False,False,False,False,False,False,False,True,14774
746,1739,2900,2017-12-05,1965-10-05,False,True,False,False,False,False,False,False,19054
747,1741,4800,1980-03-03,1965-10-13,False,False,False,False,False,True,False,False,5255
748,1743,4800,2010-11-12,1965-10-15,False,False,False,False,False,False,False,True,16464
749,1746,4798,2012-03-17,1965-10-17,False,True,False,False,False,False,False,False,16953
750,1749,4800,2023-12-18,1965-10-24,False,False,False,False,False,False,False,True,21239
751,1752,4800,1995-07-13,1965-11-04,False,False,False,False,False,False,False,True,10843
752,1758,4800,2007-06-28,1965-11-01,False,True,False,False,False,False,False,False,15214
753,1759,4800,2022-03-11,1965-11-04,False,False,False,False,False,False,False,True,20581
754,1763,2600,2021-03-15,1965-11-24,False,True,False,False,False,False,False,False,20200
755,1763,2900,2021-03-15,1965-11-24,False,True,False,False,False,False,False,False,20200
756,1764,4800,2022-10-16,1965-11-06,False,False,False,False,False,True,False,False,20798
757,1766,4800,2023-02-07,1965-11-14,False,False,False,False,False,True,False,False,20904
758,1768,4800,2010-09-10,1965-12-11,False,False,False,False,False,True,False,False,16344
759,1775,4800,2023-03-08,1965-11-27,False,False,False,True,False,False,False,False,20920
760,1775,2700,2023-03-08,1965-11-27,False,False,False,True,False,False,False,False,20920
761,1776,4575,2011-08-15,1966-01-10,False,False,False,False,False,True,False,False,16653
762,1781,2900,1995-08-31,1965-12-05,False,True,False,False,False,False,False,False,10861
763,1781,2900,1995-08-31,1965-12-05,False,True,False,False,False,False,False,False,10861
764,1782,4800,2023-02-01,1965-12-01,False,False,False,False,False,True,False,False,20881
765,1788,4800,2023-02-08,1965-11-22,False,True,False,False,False,False,False,False,20897
766,1801,4800,2002-03-07,1966-02-23,False,False,False,False,False,False,False,True,13161
767,1801,2600,2002-03-07,1966-02-23,False,False,False,False,False,False,False,True,13161
768,1802,4805,2022-07-20,1965-12-09,False,True,False,False,False,False,False,False,20677
769,1802,4798,2022-07-20,1965-12-09,False,True,False,False,False,False,False,False,20677
770,1808,4800,2011-03-27,1965-12-21,False,False,False,False,False,False,False,True,16532
771,1810,4535,2001-09-07,1966-01-01,False,False,False,False,True,False,False,False,13033
772,1810,4520,2001-09-07,1966-01-01,False,False,False,False,True,False,False,False,13033
773,1814,8600,1984-02-22,1967-02-01,False,False,False,False,False,False,True,False,6230
774,1819,4520,1966-11-28,1966-01-09,False,False,False,False,False,False,True,False,323
775,1821,4800,1991-12-12,1966-01-18,False,False,False,False,False,True,False,False,9459
776,1824,8400,1967-03-05,1966-02-14,False,True,False,False,False,False,False,False,384
777,1831,8600,2021-09-29,1966-12-27,False,True,False,False,False,False,False,False,20000
778,1835,8500,1997-03-13,1966-03-27,False,True,False,False,False,False,False,False,11309
779,1840,4800,2023-03-18,1966-01-24,False,True,False,False,False,False,False,False,20872
780,1841,6200,2020-11-20,1966-03-05,False,True,False,False,False,False,False,False,19984
781,1843,4800,1976-01-22,1966-01-21,False,False,False,False,False,True,False,False,3653
782,1851,4800,2014-01-04,1966-01-25,False,False,False,True,False,False,False,False,17511
783,1851,2700,2014-01-04,1966-01-25,False,False,False,True,False,False,False,False,17511
784,1857,4800,2023-03-17,1966-01-31,False,False,False,False,False,False,False,True,20864
785,1858,4535,1991-12-13,1966-02-01,False,False,False,False,False,True,False,False,9446
786,1865,2600,2022-03-22,1966-02-16,False,True,False,False,False,False,False,False,20488
787,1865,2600,2022-03-22,1975-02-16,False,True,False,False,False,False,False,False,17201
788,1866,8400,1992-02-04,1966-03-02,False,True,False,False,False,False,False,False,9470
789,1869,4800,1969-03-19,1966-02-22,False,False,False,False,False,False,True,False,1121
790,1874,4800,2012-03-25,1966-02-07,False,True,False,False,False,False,False,False,16848
791,1878,2700,2023-03-18,1966-02-10,False,True,False,False,False,False,False,False,20855
792,1879,2630,2010-02-19,1966-02-27,False,True,False,False,False,False,False,False,16063
793,1879,4800,2010-02-19,1966-02-27,False,True,False,False,False,False,False,False,16063
794,1891,4800,2011-03-16,1966-02-27,False,False,False,False,False,False,False,True,16453
795,1895,8600,2021-02-18,1967-03-23,False,True,False,False,False,False,False,False,19691
796,1905,2700,2023-02-06,1966-03-20,False,True,False,False,False,False,False,False,20777
797,1905,2600,2023-02-06,1966-03-20,False,True,False,False,False,False,False,False,20777
798,1905,2600,2023-02-06,2002-02-11,False,True,False,False,False,False,False,False,7665
799,1905,2700,2023-02-06,2002-02-11,False,True,False,False,False,False,False,False,7665
800,1906,4800,2023-03-16,1966-03-10,False,True,False,False,False,False,False,False,20825
801,1906,2600,2023-03-16,1966-03-10,False,True,False,False,False,False,False,False,20825
802,1913,8400,1997-02-09,1966-05-06,False,True,False,False,False,False,False,False,11237
803,1915,2600,2012-07-03,1966-03-17,False,False,True,False,False,False,False,False,16910
804,1915,2900,2012-07-03,1966-03-17,False,False,True,False,False,False,False,False,16910
805,1918,4800,2023-03-03,1966-03-26,False,True,False,False,False,False,False,False,20796
806,1918,2700,2023-03-03,1966-03-26,False,True,False,False,False,False,False,False,20796
807,1918,2600,2023-03-03,1966-03-26,False,True,False,False,False,False,False,False,20796
808,1921,4800,2006-04-06,1966-04-01,False,False,False,False,False,False,True,False,14615
809,1927,4800,2010-11-03,1966-04-01,False,True,False,False,False,False,False,False,16287
810,1930,4800,1983-04-11,1966-04-12,False,False,False,False,False,False,True,False,6208
811,1933,8400,2003-03-19,1966-09-17,False,True,False,False,False,False,False,False,13332
812,1937,7400,1985-02-04,1966-04-22,False,False,False,False,False,False,False,True,6863
813,1940,4100,2014-12-17,1966-07-03,False,False,False,False,False,False,True,False,17699
814,1940,4100,2014-12-17,2005-10-14,False,False,False,False,False,False,True,False,3351
815,1946,4800,2009-08-29,1966-09-22,False,False,False,False,False,False,True,False,15682
816,1946,2900,2009-08-29,1966-09-22,False,False,False,False,False,False,True,False,15682
817,1947,4800,2022-12-14,1966-07-04,False,False,False,False,False,True,False,False,20617
818,1954,4510,1987-01-14,1966-08-20,False,True,False,False,False,False,False,False,7452
819,1958,4580,2019-12-07,1966-08-19,False,True,False,False,False,False,False,False,19468
820,1958,4520,2019-12-07,2000-03-22,False,True,False,False,False,False,False,False,7199
821,1959,6200,1983-08-16,1966-08-27,False,True,False,False,False,False,False,False,6198
822,1960,4800,2022-03-04,1966-08-14,False,False,False,False,False,True,False,False,20291
823,1961,4800,2011-02-03,1966-08-07,False,True,False,False,False,False,False,False,16251
824,1961,4100,2011-02-03,1966-08-07,False,True,False,False,False,False,False,False,16251
825,1961,2700,2011-02-03,1966-08-07,False,True,False,False,False,False,False,False,16251
826,1966,8400,2005-10-27,1966-09-06,False,True,False,False,False,False,False,False,14296
827,1966,8400,2005-10-27,1995-02-26,False,True,False,False,False,False,False,False,3896
828,1970,4150,2006-03-13,1966-08-31,False,True,False,False,False,False,False,False,14439
829,1973,2900,1994-11-10,1966-08-29,False,False,True,False,False,False,False,False,10300
830,1973,2900,1994-11-10,1966-08-29,False,False,True,False,False,False,False,False,10300
831,1974,4575,2009-10-26,1966-09-04,False,False,False,False,False,False,False,True,15758
832,1975,7350,1967-03-16,1966-11-07,False,False,False,False,False,False,True,False,129
833,1978,2900,2022-02-18,1966-09-27,False,True,False,False,False,False,False,False,20233
834,1979,4150,2006-03-26,1966-10-02,False,True,False,False,False,False,False,False,14420
835,1981,4575,2010-07-04,1966-09-22,False,False,False,False,False,False,False,True,15991
836,1983,6200,2019-12-08,1966-10-03,False,True,False,False,False,False,False,False,19424
837,1987,4800,2022-12-11,1967-02-25,False,False,False,False,False,False,False,True,20378
838,1987,2700,2022-12-11,1967-02-25,False,False,False,False,False,False,False,True,20378
839,1991,4575,2010-06-21,1966-10-25,False,False,False,False,False,True,False,False,15945
840,1994,4580,2018-10-18,1966-10-30,False,True,False,False,False,False,False,False,18981
841,1994,4500,2018-10-18,1966-10-30,False,True,False,False,False,False,False,False,18981
842,1994,2800,2018-10-18,1966-10-30,False,True,False,False,False,False,False,False,18981
843,1997,4575,2009-10-27,1966-11-09,False,False,False,False,False,True,False,False,15693
844,2000,4575,2017-12-16,1966-11-25,False,True,False,False,False,False,False,False,18649
845,2004,4575,2011-02-04,1966-11-24,False,False,False,False,False,True,False,False,16143
846,2006,4575,2017-12-12,1966-11-26,False,False,False,False,False,True,False,False,18644
847,2009,4575,1967-01-20,1966-12-01,False,False,False,False,False,False,True,False,50
848,2009,2850,1967-01-20,1966-12-01,False,False,False,False,False,False,True,False,50
849,2012,4540,1980-12-17,1966-12-19,False,True,False,False,False,False,False,False,5112
850,2015,4575,2010-07-03,1966-12-11,False,False,False,False,False,False,False,True,15910
851,2018,2630,2007-02-17,1966-12-18,False,False,True,False,False,False,False,False,14671
852,2018,4510,2007-02-17,1966-12-18,False,False,True,False,False,False,False,False,14671
853,2019,4590,2009-02-26,1967-12-31,False,False,False,False,False,True,False,False,15033
854,2020,4575,1991-10-03,1966-12-18,False,False,False,False,False,True,False,False,9055
855,2021,4575,2013-03-10,1967-01-19,False,False,False,False,False,True,False,False,16852
856,2022,4575,2013-03-10,1967-02-18,False,False,False,False,False,True,False,False,16822
857,2023,4800,1989-04-04,1966-12-24,False,False,False,False,False,True,False,False,8137
858,2029,4575,1994-12-09,1966-12-27,False,False,False,False,False,True,False,False,10209
859,2029,4100,1994-12-09,1966-12-27,False,False,False,False,False,True,False,False,10209
860,2029,2900,1994-12-09,1966-12-27,False,False,False,False,False,True,False,False,10209
861,2029,2700,1994-12-09,1966-12-27,False,False,False,False,False,True,False,False,10209
862,2032,4800,1968-02-08,1967-01-21,False,False,False,False,False,False,True,False,383
863,2036,4575,2024-07-17,1967-01-05,False,False,False,False,False,False,False,True,21013
864,2041,4575,2013-12-12,1967-02-14,False,False,False,False,False,False,False,True,17103
865,2045,4575,2009-07-23,1967-01-13,False,False,False,False,False,False,False,True,15532
866,2047,4575,2009-09-09,1967-02-17,False,False,False,False,False,False,False,True,15545
867,2048,4575,2009-09-08,1967-01-04,False,False,False,False,False,True,False,False,15588
868,2054,2900,2021-06-22,1967-01-10,False,True,False,False,False,False,False,False,19887
869,2054,2600,2021-06-22,1967-01-10,False,True,False,False,False,False,False,False,19887
870,2056,4800,2023-03-15,1967-01-23,False,True,False,False,False,False,False,False,20505
871,2056,4610,2023-03-15,1967-01-23,False,True,False,False,False,False,False,False,20505
872,2056,2700,2023-03-15,1967-01-23,False,True,False,False,False,False,False,False,20505
873,2060,4530,1994-03-23,1967-01-26,False,True,False,False,False,False,False,False,9918
874,2062,4800,2006-01-30,1967-01-22,False,False,False,False,False,False,True,False,14253
875,2062,4520,2006-01-30,1977-06-06,False,False,False,False,False,False,True,False,10465
876,2065,4575,2009-09-05,1967-01-26,False,False,False,False,False,False,False,True,15563
877,2066,8400,2008-03-21,1967-02-06,False,True,False,False,False,False,False,False,15019
878,2068,8600,1987-09-30,1967-03-03,False,True,False,False,False,False,False,False,7516
879,2069,2900,1996-07-12,1967-01-29,False,True,False,False,False,False,False,False,10757
880,2071,4800,2010-03-15,1967-01-27,False,True,False,False,False,False,False,False,15753
881,2078,6200,1996-08-08,1967-02-22,False,True,False,False,False,False,False,False,10760
882,2078,4100,1996-08-08,1967-02-22,False,True,False,False,False,False,False,False,10760
883,2079,4575,2018-06-17,1967-02-04,False,False,False,False,False,False,True,False,18761
884,2079,4100,2018-06-17,1967-02-04,False,False,False,False,False,False,True,False,18761
885,2081,4575,1995-06-10,1967-03-05,False,False,False,False,False,False,False,True,10324
886,2085,4800,2002-11-13,1967-02-08,False,False,False,False,False,False,True,False,13062
887,2085,2400,2002-11-13,1967-02-08,False,False,False,False,False,False,True,False,13062
888,2096,4800,1992-01-29,1967-02-23,False,False,False,False,False,True,False,False,9106
889,2107,8400,2015-09-30,1967-04-15,False,True,False,False,False,False,False,False,17700
890,2112,4575,1994-01-29,1967-03-25,False,False,False,False,False,True,False,False,9807
891,2116,8580,1981-09-09,1967-12-20,False,True,False,False,False,False,False,False,5012
892,2123,4800,2023-03-23,1967-03-20,False,False,False,False,False,True,False,False,20457
893,2127,2900,2022-02-24,1967-03-22,False,True,False,False,False,False,False,False,20063
894,2136,4800,2008-11-18,1967-03-28,False,False,False,False,False,False,False,True,15211
895,2138,4800,2020-08-31,1967-04-16,False,True,False,False,False,False,False,False,19496
896,2138,4535,2020-08-31,1967-04-16,False,True,False,False,False,False,False,False,19496
897,2139,4800,2024-07-24,1967-06-22,False,True,False,False,False,False,False,False,20852
898,2139,4100,2024-07-24,1967-06-22,False,True,False,False,False,False,False,False,20852
899,2141,4800,2010-11-02,1967-06-14,False,False,False,False,False,False,False,True,15847
900,2143,4575,1994-01-16,1967-06-24,False,False,False,False,False,True,False,False,9703
901,2145,4575,2017-11-21,1967-07-01,False,False,False,False,False,True,False,False,18406
902,2146,2900,2024-10-04,1967-08-31,False,True,False,False,False,False,False,False,20854
903,2152,4100,1998-01-16,1967-07-25,False,False,False,False,False,False,True,False,11133
904,2152,2900,1998-01-16,1967-07-25,False,False,False,False,False,False,True,False,11133
905,2154,4575,2009-09-04,1967-08-05,False,False,False,False,False,False,False,True,15371
906,2156,4575,2013-10-23,1967-08-03,False,False,False,False,False,True,False,False,16883
907,2156,4500,2013-10-23,1967-08-03,False,False,False,False,False,True,False,False,16883
908,2157,4100,2018-03-15,1967-08-12,False,False,True,False,False,False,False,False,18478
909,2157,2900,2018-03-15,1967-08-12,False,False,True,False,False,False,False,False,18478
910,2163,4575,2010-02-27,1967-08-21,False,False,False,False,False,False,False,True,15531
911,2165,4500,1980-11-12,1967-10-31,False,True,False,False,False,False,False,False,4761
912,2165,2630,1980-11-12,1967-10-31,False,True,False,False,False,False,False,False,4761
913,2166,4575,2013-03-23,1967-08-25,False,False,False,False,False,False,True,False,16647
914,2166,4540,2013-03-23,1967-08-25,False,False,False,False,False,False,True,False,16647
915,2169,4575,2023-12-09,1967-08-24,False,False,False,False,False,True,False,False,20561
916,2171,4800,1999-03-16,1967-09-14,False,True,False,False,False,False,False,False,11506
917,2171,4150,1999-03-16,1967-09-14,False,True,False,False,False,False,False,False,11506
918,2174,2900,2018-10-30,1967-09-04,False,True,False,False,False,False,False,False,18684
919,2178,4100,2013-03-27,1967-09-22,False,False,False,False,False,False,True,False,16623
920,2178,2600,2013-03-27,1967-09-22,False,False,False,False,False,False,True,False,16623
921,2179,7400,1985-02-04,1967-09-15,False,False,False,False,False,False,False,True,6352
922,2180,4575,2017-12-16,1967-09-18,False,False,False,False,False,True,False,False,18352
923,2183,4575,2016-10-30,1967-10-02,False,False,False,False,False,False,False,True,17926
924,2185,6200,2020-03-11,1967-12-12,False,True,False,False,False,False,False,False,19083
925,2188,4575,2017-11-30,1967-10-19,False,False,False,False,False,False,False,True,18305
926,2188,4500,2017-11-30,1967-10-19,False,False,False,False,False,False,False,True,18305
927,2191,4575,2017-12-10,1967-10-13,False,False,False,False,False,True,False,False,18321
928,2194,4575,1984-10-29,1967-10-15,False,False,False,False,False,True,False,False,6224
929,2196,4800,2010-11-03,1967-11-11,False,True,False,False,False,False,False,False,15698
930,2196,4520,2010-11-03,1967-11-11,False,True,False,False,False,False,False,False,15698
931,2196,2700,2010-11-03,1967-11-11,False,True,False,False,False,False,False,False,15698
932,2198,4575,2017-11-28,1967-11-03,False,False,False,False,False,False,False,True,18288
933,2202,4575,2017-12-10,1967-11-06,False,False,False,False,False,True,False,False,18297
934,2206,4575,2012-11-07,1967-11-14,False,False,False,False,False,False,False,True,16430
935,2208,4500,1968-01-03,1967-11-30,False,False,False,False,False,True,False,False,34
936,2212,4575,2010-06-15,1967-11-25,False,False,False,False,False,True,False,False,15543
937,2212,2800,2010-06-15,1967-11-25,False,False,False,False,False,True,False,False,15543
938,2213,4575,2018-06-18,1967-11-25,False,False,False,False,False,False,False,True,18468
939,2214,4800,2009-02-21,1967-11-12,False,False,False,False,False,False,False,True,15077
940,2216,1500,2005-07-07,1967-11-16,False,True,False,False,False,False,False,False,13748
941,2216,1415,2005-07-07,1967-11-16,False,True,False,False,False,False,False,False,13748
942,2224,4575,2017-12-15,1967-12-25,False,False,False,False,False,True,False,False,18253
943,2225,7700,2019-03-06,1968-03-04,False,True,False,False,False,False,False,False,18629
944,2229,8600,1992-03-19,1968-01-21,False,True,False,False,False,False,False,False,8824
945,2232,8600,2018-04-06,1968-02-29,False,False,True,False,False,False,False,False,18299
946,2232,8400,2018-04-06,1968-02-29,False,False,True,False,False,False,False,False,18299
947,2234,8400,2013-02-12,1968-02-29,False,True,False,False,False,False,False,False,16420
948,2237,4100,1968-01-23,1968-01-23,False,False,False,False,False,False,True,False,0
949,2239,8400,2012-02-25,1968-01-29,False,True,False,False,False,False,False,False,16098
950,2242,4800,2018-01-15,1975-10-25,False,True,False,False,False,False,False,False,15423
951,2250,6200,2020-10-19,1968-03-04,False,True,False,False,False,False,False,False,19222
952,2255,4575,2008-11-04,1968-01-25,False,False,False,False,False,False,False,True,14894
953,2258,2900,2022-02-24,1968-01-14,False,True,False,False,False,False,False,False,19765
954,2264,4510,1973-02-06,1968-01-24,False,False,False,False,False,True,False,False,1840
955,2271,8600,2014-12-01,1968-03-13,False,True,False,False,False,False,False,False,17064
956,2271,8600,2014-12-01,1994-08-17,False,True,False,False,False,False,False,False,7411
957,2274,4575,1994-12-14,1968-02-12,False,False,False,False,False,True,False,False,9802
958,2276,8400,1988-02-16,1968-03-20,False,True,False,False,False,False,False,False,7272
959,2280,4800,2006-03-19,1968-02-12,False,False,False,False,False,False,True,False,13915
960,2287,8600,2018-02-23,1968-03-23,False,True,False,False,False,False,False,False,18234
961,2288,4800,2011-01-16,1968-02-12,False,False,False,False,False,True,False,False,15679
962,2294,4500,1971-12-14,1968-03-07,False,False,False,False,False,True,False,False,1377
963,2296,4800,2009-03-17,1968-03-02,False,True,False,False,False,False,False,False,14990
964,2298,4575,2018-06-18,1968-03-23,False,False,False,False,False,True,False,False,18349
965,2299,4575,2017-11-26,1968-04-04,False,False,False,False,False,False,False,True,18133
966,2304,2600,2010-09-17,1968-03-01,False,False,False,False,False,True,False,False,15540
967,2310,8400,1997-01-20,1968-03-31,False,True,False,False,False,False,False,False,10522
968,2313,8580,2023-02-18,1968-11-18,False,True,False,False,False,False,False,False,19815
969,2313,7100,2023-02-18,1968-11-18,False,True,False,False,False,False,False,False,19815
970,2313,7100,2023-02-18,1992-01-14,False,True,False,False,False,False,False,False,11358
971,2320,4575,2017-12-17,1968-07-06,False,True,False,False,False,False,False,False,18061
972,2323,4800,2006-01-30,1968-03-23,False,False,False,False,False,False,True,False,13827
